Word,Length,Freq_HAL,Log_Freq_HAL,NPhon,NSyll,NMorph,I_Mean_RT,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Mean_Accuracy
inclusive,9,1996,7.6,8,3,3,739.63,0.91,706,1
income,6,35824,10.49,5,2,2,650.21,1,598.29,1
incomes,7,2151,7.67,6,2,3,699.83,0.94,655.11,1
incoming,8,11069,9.31,7,3,3,620.07,1,622.65,1
humble,6,5095,8.54,5,2,1,709.85,1,583.26,0.96
humbled,7,469,6.15,6,2,2,747.55,0.94,588.85,1
humbly,6,959,6.87,6,2,2,757.57,0.88,631,1
humid,5,646,6.47,6,2,1,626.5,0.97,655.52,1
humor,5,12777,9.46,5,2,1,596.12,1,621.25,1
humorous,8,2866,7.96,7,3,2,689.68,1,654.15,1
hump,4,767,6.64,4,1,1,714.52,0.94,579.21,1
humped,6,220,5.39,5,1,2,682.57,0.88,647.27,1
hunch,5,731,6.59,4,1,1,669.03,0.97,622.44,1
hunchback,9,242,5.49,7,2,2,727.78,0.87,610.21,1
hundred,7,18969,9.85,7,2,1,680.12,1,628.29,1
hundreds,8,21427,9.97,8,2,2,611.67,0.97,598.14,1
hung,4,8535,9.05,3,1,1,631.97,0.91,598.24,0.96
hunger,6,3114,8.04,5,2,1,580.15,1,585.29,1
hungry,6,6300,8.75,6,2,1,566.41,0.97,615.21,1
hunk,4,936,6.84,4,1,1,613.19,0.94,609.72,1
hunted,6,1403,7.25,6,2,2,696.53,0.97,660.79,0.96
hunter,6,12844,9.46,5,2,2,569.73,1,573.48,1
hunters,7,3403,8.13,6,2,3,666.72,0.97,581.04,1
hunter's,8,256,5.55,6,2,3,693.74,1,603.15,1
hunts,5,700,6.55,5,1,2,602.68,0.91,552.54,0.96
hurdle,6,541,6.29,4,2,1,716.32,0.94,604.93,1
hurdles,7,403,6,5,2,2,701.87,0.88,638.71,1
hurl,4,516,6.25,3,1,1,724.38,0.97,616.86,1
hurled,6,559,6.33,4,1,2,779.93,0.94,619.89,1
hurling,7,358,5.88,5,2,2,719.52,0.85,603.72,1
hurricane,9,4854,8.49,7,3,1,674.74,1,636.89,1
hurried,7,609,6.41,5,2,2,589.4,0.97,624.3,1
hurry,5,5137,8.54,4,2,1,598.53,1,573.07,0.96
hurting,7,3462,8.15,5,2,2,739.5,1,612.96,1
hurts,5,5528,8.62,4,1,2,574.32,1,579.25,1
husband,7,19172,9.86,7,2,1,697,0.97,589.39,1
husbands,8,2093,7.65,8,2,2,643.03,0.97,585.36,1
husband's,9,1753,7.47,8,2,2,647.39,1,565.7,1
hush,4,517,6.25,3,1,1,582.53,0.94,591.41,1
hushed,6,241,5.48,4,1,2,763.03,0.91,600.71,1
husk,4,267,5.59,4,1,1,623.68,1,581.69,1
husky,5,716,6.57,5,2,2,729.94,0.97,566.33,1
hustle,6,786,6.67,4,2,1,633.82,0.97,665.62,1
hybrid,6,3827,8.25,6,2,1,705.77,0.91,603.17,1
Hyde,4,2068,7.63,3,1,1,718.36,0.97,589.6,0.96
hydrogen,8,3236,8.08,8,3,2,694.44,1,646,1
hymns,5,581,6.36,4,1,2,601.06,0.91,653.08,0.96
iceberg,7,1045,6.95,5,2,2,646.81,0.97,595.62,1
iced,4,565,6.34,3,1,2,588.28,0.91,619.3,1
Iceland,7,1639,7.4,6,2,2,645.53,1,571.54,1
iceman,6,818,6.71,5,2,2,635.52,0.97,553.65,0.96
icing,5,1010,6.92,4,2,2,730.91,0.97,598.71,1
icy,3,10457,9.26,3,2,2,602.28,0.97,551.04,1
Idaho,5,4863,8.49,5,3,1,664.9,0.91,647.31,1
idea,4,133710,11.8,4,2,1,536.18,1,581.04,0.96
ideal,5,17084,9.75,5,2,1,617.29,1,570.21,1
idealism,8,668,6.5,8,4,2,679.07,0.97,667.43,1
idealist,8,606,6.41,8,3,2,658.55,1,636.42,0.96
ideally,7,4366,8.38,6,3,2,666.81,0.97,682.04,1
ideals,6,2839,7.95,6,2,2,638.12,0.97,576.52,1
ideas,5,69254,11.15,5,2,2,678.97,0.97,588.15,1
identity,8,12593,9.44,8,4,2,717.09,0.91,648.38,1
idiot,5,11911,9.39,5,2,1,664.16,1,591.38,1
idiot's,7,192,5.26,6,2,2,610.73,0.94,631.11,1
idle,4,5772,8.66,3,2,1,647.06,0.94,586.85,1
idol,4,1920,7.56,3,2,1,668.53,0.97,629.44,1
ignite,6,700,6.55,5,2,2,772.44,0.94,694.56,1
ignorance,9,12468,9.43,7,3,2,681.52,1,615.79,1
ignorant,8,10868,9.29,7,3,2,683.31,0.94,635.3,1
ignore,6,27790,10.23,5,2,1,601.67,0.97,570.63,1
ignored,7,15181,9.63,6,2,2,694.79,1,644.19,1
ignores,7,3242,8.08,6,2,2,654.55,1,608.69,0.96
ignoring,8,7209,8.88,7,3,2,638.12,0.94,648.63,0.96
illegal,7,31825,10.37,6,3,2,590.64,1,649.96,0.96
illustrate,10,3107,8.04,8,3,2,705.65,0.91,642.27,1
Illinois,8,16333,9.7,5,3,1,682.58,0.97,693.12,0.96
illness,7,5875,8.68,5,2,2,612.48,0.97,598.11,1
illnesses,9,1732,7.46,7,3,3,693.12,0.97,644.65,0.96
illusion,8,5005,8.52,5,3,2,668.35,1,626.68,1
illusions,9,2306,7.74,6,3,3,632.82,1,631.88,0.96
image,5,63630,11.06,4,2,1,629.38,0.94,623.2,0.96
images,6,33727,10.43,6,3,2,638.85,1,641.46,1
imagined,8,3239,8.08,7,3,3,741.28,1,688.93,1
imbalance,9,1241,7.12,8,3,2,753.1,0.88,695.25,1
immediate,9,31523,10.36,7,3,3,670.51,1,669.16,1
hive,4,3722,8.22,3,1,1,614.52,0.88,631.81,1
hives,5,366,5.9,4,1,2,671.59,0.94,678.89,1
hoarse,6,212,5.36,4,1,1,779.97,0.91,680.68,0.96
hobbies,7,2125,7.66,5,2,2,658.45,0.97,629.85,1
hockey,6,12193,9.41,4,2,1,665.94,1,564.15,0.96
hog,3,2408,7.79,3,1,1,594.88,0.97,564.29,1
hogs,4,704,6.56,4,1,2,621.5,0.91,602.38,1
hoist,5,531,6.27,4,1,1,692.35,0.91,624.04,0.96
hold,4,71050,11.17,4,1,1,613.18,1,558.32,1
holder,6,5026,8.52,5,2,2,583.81,0.97,620.21,1
holders,7,3413,8.14,6,2,3,630.38,1,599.32,1
holding,7,24422,10.1,6,2,2,597.52,1,592.36,1
holdings,8,1445,7.28,7,2,3,582.59,0.97,587.81,0.96
holds,5,14390,9.57,5,1,2,542.47,0.97,568.22,1
hole,4,25790,10.16,3,1,1,562.31,0.94,577.86,1
holes,5,11813,9.38,4,1,2,589.12,1,599.41,0.96
holiday,7,7391,8.91,6,3,2,652.5,0.97,635.67,1
holidays,8,4022,8.3,7,3,3,613.36,1,593.52,1
Holland,7,6353,8.76,6,2,2,680.1,0.94,610.11,1
hollow,6,4473,8.41,4,2,1,609.17,1,610.79,1
Hollywood,9,9143,9.12,7,3,2,705.29,1,593.88,0.96
Holmes,6,5282,8.57,4,1,1,767.84,1,654.04,1
holocaust,9,6978,8.85,8,3,1,677.57,0.97,659.58,1
holster,7,507,6.23,6,2,1,693.93,0.86,652.08,0.96
homecoming,10,444,6.1,8,3,3,750.94,0.94,621.7,1
homegrown,9,260,5.56,7,2,3,752.44,0.97,704.42,1
homeland,8,1570,7.36,7,2,2,652.58,0.97,634.37,1
homeless,8,3065,8.03,6,2,2,624.64,1,585.1,1
homemade,8,1360,7.22,6,2,2,692.81,0.94,641.23,0.96
Homer,5,7029,8.86,4,2,1,621.09,1,651.04,1
Homer's,7,703,6.56,5,2,2,718.94,1,600.42,1
homes,5,9838,9.19,4,1,2,632.56,1,583.27,0.96
homesick,8,230,5.44,6,2,2,685.29,1,583.44,1
homestead,9,728,6.59,7,2,2,739.82,0.97,661.58,0.96
hometown,8,1408,7.25,6,2,2,672.67,1,605.96,1
homeward,8,214,5.37,6,2,2,743.59,1,634.38,1
homework,8,3469,8.15,6,2,2,698,0.94,595.16,1
homicide,8,3039,8.02,7,3,2,740.91,1,672.04,1
honeymoon,9,1420,7.26,7,3,2,689.09,1,678.7,1
honest,6,22071,10,5,2,1,591.68,1,586.68,1
honesty,7,5354,8.59,6,3,2,596.58,0.94,632.43,1
honey,5,9093,9.12,4,2,1,631.45,1,553.86,1
honeycomb,9,238,5.47,7,3,2,687.74,1,653.76,1
honk,4,432,6.07,4,1,1,665.81,0.91,616.6,0.96
honor,5,11938,9.39,3,2,1,595.85,1,588.19,0.96
honorable,9,2649,7.88,6,4,2,724,0.97,653.74,1
honored,7,2298,7.74,4,2,2,665.09,1,625.67,0.96
honoring,8,704,6.56,5,3,2,727.06,1,677.89,1
honors,6,1908,7.55,4,2,2,612.31,0.97,616.52,0.96
hood,4,7563,8.93,3,1,1,604.48,0.97,582.62,1
hook,4,11610,9.36,3,1,1,567.44,1,567.36,1
hooker,6,1095,7,4,2,2,593.58,1,565.37,0.96
hooks,5,2469,7.81,4,1,2,598.27,0.97,552.85,1
hookup,6,581,6.36,5,2,2,713.85,1,634.29,1
hookups,7,204,5.32,6,2,3,731.03,1,603.96,1
hoop,4,1279,7.15,3,1,1,613.47,1,579,1
hoops,5,4738,8.46,4,1,2,724,0.94,587.08,1
hooves,6,299,5.7,4,1,2,772.18,0.93,638.5,0.96
hop,3,4485,8.41,3,1,1,607.61,0.97,561.68,1
hopeful,7,1419,7.26,5,2,2,618.26,1,581.11,1
hopefully,9,20531,9.93,6,3,3,671.03,1,643.15,1
hopeless,8,1974,7.59,6,2,2,635.79,1,590.62,0.96
hopelessly,10,1432,7.27,8,3,3,659.06,1,649.43,1
hopes,5,8212,9.01,4,1,2,579.3,0.94,578,0.96
hopped,6,715,6.57,4,1,2,751.84,0.97,577.48,0.96
hopper,6,1013,6.92,4,2,2,640.35,0.91,595.77,0.96
hopping,7,1311,7.18,5,2,2,637.19,0.97,682.37,0.96
hops,4,1980,7.59,4,1,2,660.33,0.94,572.35,0.96
horizons,8,1418,7.26,7,3,2,711.06,0.97,676.44,0.96
hormones,8,1903,7.55,7,2,2,732.14,1,686.44,1
horn,4,9173,9.12,4,1,1,553.29,1,623.42,1
horned,6,418,6.04,5,1,2,755.35,0.94,652.64,1
hornet,6,3738,8.23,6,2,1,751.28,0.85,643.46,1
horns,5,2350,7.76,5,1,2,685.35,0.94,592.22,1
horny,5,3207,8.07,5,2,2,778.72,0.94,615.13,1
horrible,8,8476,9.04,6,3,2,642.53,1,600.81,1
horribly,8,1948,7.57,7,3,3,664.28,1,639.81,1
horrid,6,1016,6.92,5,2,2,693.36,0.97,604.93,1
horrific,8,857,6.75,7,3,2,692.26,0.94,643.96,1
horrified,9,919,6.82,7,3,3,609.55,1,648.45,1
horrifying,10,641,6.46,8,4,3,677.55,1,680.71,1
horror,6,12795,9.46,4,2,1,586.42,1,649.46,1
horse,5,23855,10.08,4,1,1,626.21,1,572.63,1
horseback,9,504,6.22,7,2,2,752.53,1,572.56,1
horseman,8,1643,7.4,7,2,2,704.88,0.94,639.29,1
horsepower,10,1831,7.51,7,2,2,730.06,0.97,702.86,1
horses,6,8364,9.03,6,2,2,604.12,1,620.68,1
horse's,7,877,6.78,6,2,2,731.18,0.97,606.5,1
hospital,8,19468,9.88,7,3,2,564.59,1,594.56,0.96
hospitals,9,3927,8.28,8,3,3,657.75,0.97,592.96,0.96
host,4,35396,10.47,4,1,1,570.58,1,553.65,1
hostage,7,1293,7.16,6,2,1,790.67,0.97,582.25,1
hostages,8,650,6.48,8,3,2,646.73,0.97,687.57,0.97
hostess,7,643,6.47,6,2,2,676.55,0.97,665.75,1
hostile,7,4648,8.44,5,2,1,749.06,0.94,615.81,0.96
hosts,5,8163,9.01,5,1,2,594.64,0.97,650.48,0.96
host's,6,375,5.93,5,1,2,667.53,0.97,604.74,0.96
hot,3,51546,10.85,3,1,1,592.44,0.97,550.78,1
hotbed,6,272,5.61,6,2,2,692.13,0.88,593,1
hotel,5,20364,9.92,5,2,1,573.85,1,581.96,1
hotels,6,5380,8.59,6,2,2,629.18,1,602.75,1
hotter,6,1464,7.29,4,2,2,745.9,0.91,605.96,1
hottest,7,2651,7.88,6,2,2,667.26,1,607.67,1
hound,5,2575,7.85,4,1,1,607.69,1,581.12,1
hounds,6,1619,7.39,5,1,2,741.2,0.88,621.81,1
hourglass,9,1145,7.04,6,2,2,738.09,0.97,658.43,1
hours,5,77067,11.25,3,1,2,599.85,1,582.11,1
hour's,6,292,5.68,3,1,2,639.67,0.94,610.38,0.96
housed,6,1032,6.94,4,1,2,745.94,0.94,639.57,1
household,9,5317,8.58,7,2,2,705.25,0.94,593.89,1
households,10,1821,7.51,8,2,3,694.82,1,617.93,1
houses,6,11777,9.37,5,2,2,568.19,0.97,574.04,1
house's,7,288,5.66,5,2,2,705.25,0.97,611.15,1
hugging,7,985,6.89,5,2,2,675.56,0.97,582.56,1
housewife,9,726,6.59,6,2,2,613.06,1,621.96,1
housework,9,454,6.12,6,2,2,659.56,1,617.75,0.96
housing,7,8751,9.08,5,2,2,620.67,0.97,637.56,1
Howard,6,15931,9.68,4,1,1,654.06,1,601.44,1
howl,4,3225,8.08,3,1,1,626.85,0.97,630.59,1
howled,6,273,5.61,4,1,2,688.68,0.89,611.07,1
howling,7,4121,8.32,5,2,2,695.97,0.91,596.26,1
huddle,6,213,5.36,4,2,1,646.69,1,609.89,1
huddled,7,399,5.99,5,2,2,674.47,0.91,640.86,1
Hudson,6,4398,8.39,5,2,2,722.28,0.91,619.71,1
hugged,6,1314,7.18,4,1,2,705.12,1,589.07,1
hulk,4,4506,8.41,4,1,1,718.55,0.94,591,1
hearty,6,631,6.45,5,2,2,752.7,1,685.82,0.97
heat,4,28372,10.25,3,1,1,564.71,1,550.26,1
heated,6,3419,8.14,5,2,2,609.91,1,633.04,1
heater,6,2178,7.69,4,2,2,640.61,0.97,667.04,1
heather,7,4866,8.49,4,2,1,609.97,0.94,616.96,0.96
heating,7,3506,8.16,5,2,2,578.63,0.94,660.04,1
heaven,6,16257,9.7,4,2,1,613.09,1,611.31,1
heavenly,8,2482,7.82,6,3,2,676.91,1,672.18,1
heavens,7,2086,7.64,5,2,2,642.17,0.91,670.07,1
heaven's,8,2076,7.64,5,2,2,626.16,0.94,621.41,1
heavier,7,3701,8.22,5,2,2,646.66,0.94,620.08,0.96
heaviest,8,525,6.26,7,3,2,716.82,0.97,641.82,1
heavily,7,11363,9.34,6,3,2,697.84,0.97,696.48,1
heaving,7,479,6.17,5,2,2,752,0.97,689.71,1
heavy,5,32826,10.4,4,2,1,566.58,0.97,569.07,1
Hebrew,6,6517,8.78,5,2,1,605.66,1,660.57,1
Hebrews,7,860,6.76,6,2,2,653.15,0.97,646.74,1
heck,4,12963,9.47,3,1,1,714.03,0.97,567.68,1
Hector,6,1247,7.13,5,2,1,731.59,0.85,576.3,1
hedge,5,795,6.68,3,1,1,677.37,0.88,626.26,1
hedges,6,2821,7.94,5,2,2,758.75,0.94,640.04,1
heel,4,4377,8.38,3,1,1,582.9,0.97,608.32,1
heels,5,4619,8.44,4,1,2,596.69,0.97,617.14,1
hefty,5,1164,7.06,5,2,1,747.55,0.89,646.65,1
height,6,12052,9.4,3,1,2,624.62,1,580.73,1
heighten,8,252,5.53,4,2,3,720.63,1,693.64,1
heights,7,4197,8.34,4,1,3,594.21,1,638.04,1
held,4,58944,10.98,4,1,1,566.42,0.94,558.69,1
Helen,5,4389,8.39,5,2,1,646.26,1,642.96,1
helium,6,1163,7.06,6,2,1,753.09,1,688.88,0.96
hell,4,62006,11.03,3,1,1,606.15,1,560.63,1
hellfire,8,1706,7.44,6,2,2,743.07,0.88,660.23,1
hello,5,41649,10.64,4,2,1,576.83,0.94,582.19,1
helmet,6,5751,8.66,6,2,1,726.63,0.97,619.11,1
helmets,7,1786,7.49,7,2,2,631.84,0.97,589.46,1
helped,6,20968,9.95,5,1,2,627.97,0.97,573.07,1
helpful,7,26425,10.18,6,2,2,629,1,590.41,0.96
helping,7,17164,9.75,6,2,2,600.48,0.94,607.23,1
helpless,8,2657,7.88,7,2,2,663.06,1,575.46,0.97
helps,5,48115,10.78,5,1,2,577.22,0.97,570,1
hemisphere,10,1898,7.55,8,3,2,694.75,1,685.81,1
hen,3,1305,7.17,3,1,1,679.18,0.97,589.17,1
hence,5,20117,9.91,4,1,1,718.39,0.97,574.54,1
henceforth,10,442,6.09,8,2,2,779.79,0.85,675,0.96
Henry,5,21994,10,5,2,1,680.75,0.97,607.24,1
hens,4,370,5.91,4,1,2,676.72,0.88,657.77,0.96
herald,6,2040,7.62,6,2,1,717.26,1,660.74,1
herbal,6,2089,7.64,3,2,2,688.44,0.94,678.3,0.96
Herbert,7,3797,8.24,5,2,2,746.03,0.91,668.66,1
herbs,5,2416,7.79,3,1,2,631.15,1,662,0.96
Hercules,8,2665,7.89,8,3,1,768.5,1,659.29,1
herd,4,2303,7.74,3,1,1,608.45,0.97,587.12,1
herds,5,413,6.02,4,1,2,697.65,0.97,645.81,1
hereby,6,3324,8.11,5,2,2,745.78,0.94,706.3,0.96
heredity,8,247,5.51,8,4,2,693.38,1,658.04,1
here's,6,47840,10.78,4,1,2,774,0.88,657.63,0.96
heritage,8,7189,8.88,7,3,2,703.07,0.91,656.89,0.96
Herman,6,3158,8.06,5,2,2,753.44,0.97,695.42,1
hermit,6,407,6.01,5,2,1,687.97,0.91,603.04,1
hero,4,15998,9.68,4,2,1,609.28,0.97,602.29,1
heroes,6,7381,8.91,5,2,2,663.09,0.97,611.85,1
heroic,6,1762,7.47,6,3,1,664.1,0.91,704.14,1
heroin,6,3616,8.19,6,2,1,704.44,1,680,1
hero's,6,417,6.03,5,2,2,605.97,1,569.56,0.96
hers,4,3436,8.14,3,1,1,664.94,0.94,625.36,1
herself,7,19586,9.88,6,2,2,622.48,1,611.43,1
hertz,5,858,6.75,4,1,1,789.32,0.88,646.15,1
he's,4,87223,11.38,3,1,2,685.19,0.94,605.04,1
hesitant,8,1117,7.02,8,3,2,695.62,1,679.36,1
hesitate,8,5803,8.67,7,3,2,699,0.97,594.48,0.96
hesitation,10,1217,7.1,8,4,3,681.26,0.94,696.59,1
hick,4,431,6.07,3,1,1,713.93,0.88,634.48,1
hickory,7,367,5.91,6,3,1,718.75,0.97,603,1
hicks,5,1553,7.35,4,1,2,701.32,0.94,568.29,1
hid,3,1605,7.38,3,1,1,655.9,0.91,593.59,1
hidden,6,18294,9.81,4,2,2,592.97,1,558.19,1
hide,4,14077,9.55,3,1,1,555.97,0.97,561.93,1
hideaway,8,207,5.33,6,3,2,756.15,1,641.46,1
hideous,7,1645,7.41,6,2,1,685.73,1,642.54,1
hideout,7,238,5.47,5,2,2,648.55,1,621.81,0.96
hides,5,1980,7.59,4,1,2,689.9,0.91,652.65,1
hiding,6,6793,8.82,5,2,2,660.77,0.88,650.11,1
higher,6,61080,11.02,3,1,2,598.48,0.97,593.61,1
highest,7,20611,9.93,5,2,2,619.58,0.94,592.68,1
highland,8,1851,7.52,6,2,2,625.55,0.97,599.96,1
Highlander,10,2356,7.76,7,3,3,727.88,0.94,677.52,1
highlands,9,913,6.82,7,2,3,615,0.97,650.11,1
highlight,9,3207,8.07,5,2,2,605.28,0.97,633.96,1
highlights,10,3969,8.29,6,2,3,629.24,0.97,591.93,1
highly,6,40740,10.61,4,2,2,574.39,1,664.2,1
highs,5,1406,7.25,3,1,2,651.67,0.94,660.07,1
highschool,10,710,6.57,6,2,2,709.58,0.97,583.37,1
highway,7,11286,9.33,4,2,2,651.36,1,607.89,1
highways,8,1761,7.47,5,2,3,674,0.94,681.34,1
hijack,6,240,5.48,5,2,1,712.69,0.88,630.59,1
hijacked,8,246,5.51,6,2,2,762.58,0.97,688.77,1
hike,4,2398,7.78,3,1,1,651.22,0.97,550.96,1
hiked,5,479,6.17,4,1,2,598.06,0.97,566,0.96
hiker,5,988,6.9,4,2,2,630.97,0.97,570.32,1
hikes,5,874,6.77,4,1,2,704.1,0.94,564.21,1
hiking,6,3092,8.04,5,2,2,613.88,0.97,570,1
hilarious,9,2970,8,8,3,2,677.63,0.94,627.43,1
hill,4,31346,10.35,3,1,1,573.85,0.97,551.33,1
hillside,8,531,6.27,6,2,2,754.53,0.97,636.07,1
himself,7,56572,10.94,7,2,2,629.67,0.97,658.54,0.96
hinder,6,908,6.81,5,2,1,651,0.97,642.89,0.96
hindered,8,376,5.93,6,2,2,704.28,0.94,674.79,1
hindering,9,185,5.22,7,3,2,708.79,0.91,676.96,1
hinders,7,220,5.39,6,2,2,667.87,0.91,643.14,1
Hindu,5,4402,8.39,5,2,1,695.31,0.94,651.81,1
hinge,5,955,6.86,4,1,1,733.2,0.91,587.74,1
hinged,6,571,6.35,5,1,2,765.48,0.94,631.72,1
hinges,6,854,6.75,6,2,2,713.48,0.94,637.31,1
hint,4,10531,9.26,4,1,1,562.15,0.97,594.48,1
hinted,6,926,6.83,6,2,2,732.12,0.94,630.54,1
hints,5,9890,9.2,5,1,2,595.93,0.91,623.54,1
hippo,5,363,5.89,4,2,1,781.82,0.97,578.61,1
hips,4,6726,8.81,4,1,2,607.61,0.91,608.81,1
hire,4,11829,9.38,3,1,1,637.23,0.94,573.32,1
hired,5,5995,8.7,4,1,2,540.09,1,608.15,1
hires,5,1228,7.11,4,1,2,634.77,0.97,618.89,1
hiring,6,5880,8.68,5,2,2,623.47,1,657.18,1
hiss,4,1134,7.03,3,1,1,686.66,0.94,572.85,1
hissing,7,463,6.14,5,2,2,682.17,0.94,575.96,0.96
history,7,87544,11.38,7,3,2,613.79,1,554.41,1
hitch,5,1585,7.37,3,1,1,685.17,0.88,563.85,1
Hitler,6,9255,9.13,5,2,1,698.52,0.97,630.65,1
Hitler's,8,1652,7.41,6,2,2,725.62,1,653.89,1
hits,4,15857,9.67,4,1,2,613.82,1,586.07,1
hitting,7,9601,9.17,5,2,2,653.28,0.91,604.96,1
halts,5,423,6.05,5,1,2,734.59,0.91,623.32,1
ham,3,6778,8.82,3,1,1,632.42,0.97,597.12,1
hamburger,9,1260,7.14,7,3,3,661.63,1,624.48,1
hamlet,6,1299,7.17,6,2,2,675.82,1,597.52,1
hammer,6,6714,8.81,4,2,1,618,1,600.41,1
hammered,8,831,6.72,5,2,2,710.81,0.94,632.86,1
hams,4,1175,7.07,4,1,2,593.47,0.88,595.52,1
hamster,7,923,6.83,6,2,1,747.91,1,613.27,1
hand,4,124848,11.73,4,1,1,598.39,1,578.19,1
handbag,7,206,5.33,7,2,2,623.79,1,650.93,1
handbook,8,6519,8.78,7,2,2,614.59,1,605.59,1
handbooks,9,438,6.08,8,2,3,664.03,1,595.43,1
handcuffs,9,621,6.43,8,2,3,777.62,0.97,636.63,1
handed,6,6912,8.84,6,2,2,672.06,1,608.72,1
handful,7,4069,8.31,7,2,2,718.28,0.94,617.07,1
handicap,8,2279,7.73,8,3,1,694.22,1,646.15,1
handing,7,1600,7.38,6,2,2,756.52,1,594.13,0.96
handle,6,46491,10.75,5,2,1,593.73,0.97,600.85,1
handled,7,9363,9.14,6,2,2,638.66,0.97,627.93,1
handlers,8,1653,7.41,7,3,3,632.52,0.94,637.08,1
handling,8,23735,10.07,7,3,2,680.12,1,639.89,1
handmade,8,562,6.33,7,2,2,746.97,1,666.11,0.96
handout,7,479,6.17,6,2,2,623.66,1,640.2,1
handshake,9,954,6.86,7,2,2,673.56,1,675.15,1
handsome,8,2536,7.84,5,2,1,633.77,0.94,607.15,1
handy,5,9698,9.18,5,2,2,584.38,1,565,1
hang,4,17803,9.79,3,1,1,602.58,0.97,644.22,1
hanged,6,789,6.67,4,1,2,688.21,0.97,620.75,0.96
hanger,6,961,6.87,4,2,2,648.9,0.94,623.42,1
hangers,7,403,6,5,2,3,690.19,0.94,597.39,1
hanging,7,10808,9.29,5,2,2,609.5,0.97,654.42,0.96
hangman,7,224,5.41,6,2,2,765.81,0.94,622.64,1
hangout,7,389,5.96,5,2,2,684.06,0.94,702.5,1
hangover,8,630,6.45,6,3,2,616.55,0.97,626.74,1
hangs,5,6222,8.74,4,1,2,632.42,0.94,600.71,1
Hank,4,3296,8.1,4,1,1,654.72,0.97,610.42,0.96
happen,6,66094,11.1,5,2,1,638.76,0.97,568.48,1
happened,8,56714,10.95,6,2,2,605.57,1,580.82,1
happening,9,19399,9.87,7,3,2,717.03,1,614.57,1
happens,7,47804,10.77,6,2,2,610.53,1,589.25,1
happier,7,3273,8.09,5,2,2,643.16,1,589,1
happiest,8,641,6.46,7,3,2,717.53,1,631.96,1
happily,7,6683,8.81,6,3,2,668.1,1,553.22,1
happiness,9,8685,9.07,7,3,2,620.06,1,560.96,1
happy,5,70881,11.17,4,2,1,536.27,1,555.93,1
harass,6,2648,7.88,5,2,1,744.72,0.94,690.96,1
harassed,8,1108,7.01,6,2,2,651.06,0.91,675.82,1
harassing,9,2511,7.83,7,3,2,759.78,0.94,664.68,1
harbor,6,4001,8.29,5,2,1,665.67,0.97,572.59,1
harbors,7,218,5.38,6,2,2,666.97,0.91,638.61,1
hardcover,9,7799,8.96,8,3,2,744.45,1,623.2,0.96
harden,6,683,6.53,5,2,2,719.22,0.97,591.5,1
hardened,8,1130,7.03,6,2,3,733.39,0.91,665.37,0.96
harder,6,17821,9.79,5,2,2,647.69,0.97,572.21,1
hardest,7,2983,8,7,2,2,650.38,0.97,616.19,0.96
hardly,6,21524,9.98,6,2,2,641.41,0.97,585.3,1
hardness,8,1368,7.22,7,2,2,600.44,0.97,681.38,1
hardships,9,468,6.15,8,2,3,680.03,0.89,588.32,1
hardware,8,76178,11.24,7,2,2,681.88,0.97,596.68,1
hardwood,8,855,6.75,7,2,2,661.44,0.94,608.96,0.96
hardy,5,3233,8.08,5,2,2,652.58,0.94,617.74,0.96
Harlem,6,819,6.71,6,2,1,679.7,0.94,627.39,1
harm,4,12379,9.42,4,1,1,593.27,0.94,570.85,1
harmed,6,1234,7.12,5,1,2,633.06,0.94,602.26,1
harmful,7,4590,8.43,6,2,2,635.41,0.97,597.3,1
harmless,8,2854,7.96,7,2,2,627.47,1,573.78,1
harmonic,8,1591,7.37,8,3,2,769.7,0.97,677.04,0.96
harmony,7,4491,8.41,7,3,2,604.88,1,663.07,1
harp,4,1667,7.42,4,1,1,631.06,1,575.21,0.97
harper,6,4136,8.33,5,2,1,689.97,0.91,630.18,1
harry,5,12182,9.41,4,2,1,753.55,0.91,647.89,1
Harry's,7,369,5.91,5,2,2,614.32,1,600.22,1
harshly,7,706,6.56,6,2,2,660.03,0.97,615.89,1
harshness,9,196,5.28,7,2,2,710.42,0.97,618.39,1
Hartford,8,2701,7.9,7,2,2,790.9,0.86,615.61,1
Harvard,7,8381,9.03,6,2,1,674.57,1,614.86,1
Harvard's,9,248,5.51,7,2,2,772.79,1,678.41,1
harvest,7,2648,7.88,7,2,1,622.91,1,592.86,1
hash,4,3628,8.2,3,1,1,686.33,0.97,600.67,0.96
hasn't,6,22055,10,5,2,2,649.22,0.97,590.58,1
hassle,6,3923,8.27,4,2,1,666.82,0.97,597,1
haste,5,776,6.65,4,1,1,588.38,0.97,604.56,1
hastily,7,721,6.58,7,3,3,726.09,0.94,690.64,1
hasty,5,1003,6.91,5,2,2,660.94,0.97,616.31,1
hat,3,11748,9.37,3,1,1,577.06,1,632.93,1
hatch,5,2609,7.87,3,1,1,611.72,0.97,602.88,1
hatchback,9,289,5.67,6,2,2,691.74,0.97,679.67,1
hatched,7,416,6.03,4,1,2,694.44,0.94,613.67,1
hatching,8,239,5.48,5,2,2,657.39,0.97,693.28,1
hate,4,44130,10.69,3,1,1,524.32,0.97,568.42,1
hated,5,5891,8.68,5,2,2,659.59,1,631.04,1
hateful,7,1420,7.26,5,2,2,685.27,0.97,602,1
hates,5,3770,8.23,4,1,2,589.48,0.91,592,1
