Word,Length,Freq_HAL,Log_Freq_HAL,NPhon,NSyll,NMorph,I_Mean_RT,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Mean_Accuracy
sectors,7,7001,8.85,6,2,3,776.88,0.97,663.71,1
seduction,9,888,6.79,7,3,3,653.43,0.88,687.37,1
seed,4,8215,9.01,3,1,1,581.06,0.97,659.44,1
seeds,5,6417,8.77,4,1,2,610.06,0.97,614.21,1
seeing,6,38729,10.56,4,2,2,647.48,0.94,648.71,1
seek,4,19663,9.89,3,1,1,598.39,0.94,616.17,1
seeker,6,7401,8.91,4,2,2,655.56,1,672.42,1
seekers,7,3272,8.09,5,2,3,665.06,0.97,703.93,1
seeking,7,25347,10.14,5,2,2,590.5,0.91,640.19,1
seeks,5,7881,8.97,4,1,2,646.94,0.94,651.36,1
seem,4,122295,11.71,3,1,1,617.61,0.94,702.32,1
seemed,6,37953,10.54,4,1,2,680.55,0.94,666.55,1
seeming,7,1342,7.2,5,2,2,655.33,0.88,660.18,1
seemingly,9,4699,8.46,7,3,3,734.36,1,689.32,1
seems,5,164633,12.01,4,1,2,616.91,0.97,672.4,1
seen,4,160826,11.99,3,1,2,681.22,1,690,1
sees,4,12244,9.41,3,1,2,736.57,0.86,664.79,1
segments,8,4702,8.46,8,2,2,724.91,1,653.07,1
seize,5,1925,7.56,3,1,1,652.47,0.91,678.32,1
seized,6,2735,7.91,4,1,2,629.61,0.97,694.96,1
seizure,7,4091,8.32,4,2,2,621.59,0.97,682.63,1
seldom,6,4444,8.4,6,2,1,655.85,1,675.18,1
select,6,38056,10.55,6,2,1,623.61,0.97,626.73,1
selected,8,20861,9.95,8,3,2,611.33,1,684.75,1
selecting,9,5291,8.57,8,3,2,751.21,1,641.12,1
selection,9,23385,10.06,7,3,2,676.49,0.97,615.81,1
selections,10,3195,8.07,8,3,3,629.44,1,683.44,0.96
selective,9,4403,8.39,8,3,2,705.55,1,638.72,1
selects,7,1745,7.46,7,2,2,658,0.97,703.96,1
self,4,29333,10.29,4,1,1,593.85,0.97,630.41,1
selfish,7,4364,8.38,6,2,2,661.85,1,593.75,1
sell,4,77273,11.26,3,1,1,641.76,0.97,670.52,1
seller,6,4667,8.45,4,2,2,660.7,0.94,697.74,1
sellers,7,2916,7.98,5,2,3,664.13,0.94,698.26,1
seller's,8,354,5.87,5,2,3,686,0.85,653.85,1
selling,7,42099,10.65,5,2,2,611.43,0.94,688.76,1
sellout,7,497,6.21,5,2,2,707.25,0.88,666.15,1
sells,5,13074,9.48,4,1,2,635.59,0.85,626.85,0.96
semester,8,3193,8.07,7,3,1,639.59,1,706.85,1
semi,4,2188,7.69,4,2,1,760.69,0.88,651,1
senator,7,10341,9.24,6,3,2,684,1,684.56,1
senders,7,465,6.14,6,2,3,688.53,0.91,605.81,1
sending,7,38618,10.56,6,2,2,692,0.97,616.86,1
sends,5,9841,9.19,5,1,2,588.45,0.94,593.08,1
senior,6,29912,10.31,5,2,1,571.41,1,697.93,1
seniors,7,1264,7.14,6,2,2,612.06,0.97,692.54,1
sensation,9,4263,8.36,7,3,3,685.81,0.97,690.59,1
sense,5,77530,11.26,4,1,1,581,1,634.32,1
sensed,6,1088,6.99,5,1,2,714.87,0.91,659.26,1
senses,6,3931,8.28,6,2,2,565.25,0.97,664.93,1
sensing,7,2052,7.63,6,2,2,653.76,0.85,660.31,1
sensitive,9,12666,9.45,8,3,2,602.41,1,680.17,1
sensor,6,4591,8.43,5,2,2,619.75,0.97,608.81,1
sensors,7,3213,8.07,6,2,3,661.76,1,657.7,1
sensory,7,2313,7.75,6,3,3,698.09,0.97,697.74,1
sent,4,91673,11.43,4,1,1,659.58,0.94,650.12,1
sentence,8,14984,9.61,6,2,1,692.5,0.94,662.43,1
sentenced,9,2202,7.7,7,2,2,792.06,0.94,689.63,0.96
sentences,9,5293,8.57,8,3,2,641.53,1,698.48,1
September,9,17448,9.77,8,3,1,662.97,1,649.54,1
septic,6,463,6.14,6,2,1,748.18,0.9,653.04,0.96
sequel,6,3164,8.06,6,2,1,687,0.94,698.16,0.96
serial,6,29800,10.3,6,2,2,683.63,0.97,693.58,1
series,6,90751,11.42,5,2,2,659.3,0.91,658.85,1
serious,7,55817,10.93,6,2,1,603.18,1,621.21,1
seriously,9,29996,10.31,8,3,2,711.24,1,700.59,1
sermons,7,419,6.04,6,2,2,656.53,0.94,672.16,0.96
serpent,7,5703,8.65,6,2,1,648.48,0.97,682.12,1
serpents,8,380,5.94,7,2,2,788.94,0.91,642.61,1
servant,7,3238,8.08,5,2,2,658.85,1,633.12,1
servants,8,2420,7.79,6,2,3,643.25,0.94,692.48,1
served,6,17730,9.78,4,1,2,647.94,0.91,678.74,0.96
server,6,163334,12,4,2,2,679.19,0.94,684.3,1
serves,6,10252,9.24,4,1,2,712.03,0.97,683.78,0.96
services,8,132688,11.8,7,3,3,646.91,0.97,655.21,1
serving,7,10926,9.3,5,2,2,638.94,0.91,655.59,1
servings,8,1125,7.03,6,2,3,653.15,0.97,624.08,1
session,7,27845,10.23,4,2,1,670.94,1,653.67,1
sessions,8,14075,9.55,5,2,2,632.53,0.94,621.63,1
setback,7,523,6.26,6,2,2,667.53,1,668.07,1
setbacks,8,245,5.5,7,2,3,729.09,1,664.25,1
sets,4,38222,10.55,4,1,2,622.23,0.91,616.96,1
setting,7,39363,10.58,5,2,2,667.67,1,646.45,1
settings,8,22892,10.04,6,2,3,667.38,1,674.04,1
settle,6,7549,8.93,4,2,1,718.78,1,654.68,1
settled,7,6879,8.84,5,2,2,685.82,0.97,658.32,1
settlement,10,4461,8.4,8,3,2,679.8,1,667.14,1
settler,7,240,5.48,5,3,2,727.28,0.94,682.14,1
setup,5,39265,10.58,5,2,2,609.35,1,676.32,1
seven,5,22750,10.03,4,2,1,663.76,1,643.75,1
seventeen,9,1040,6.95,7,3,2,759.12,0.97,632.89,1
seventh,7,3789,8.24,5,2,2,676.33,0.97,686.93,1
sewer,5,1355,7.21,3,1,2,658.83,0.91,685.56,1
sex,3,65480,11.09,4,1,1,571.28,1,606.07,1
sexes,5,1850,7.52,6,2,2,609.39,1,643.69,0.96
sexism,6,1710,7.44,7,3,2,635.73,0.97,640.85,1
sexist,6,2916,7.98,7,2,2,629.62,1,669.33,0.96
sexual,6,33375,10.42,7,2,2,547.79,1,648.48,0.96
sexually,8,5556,8.62,8,3,3,697.26,1,628.48,1
sexy,4,6229,8.74,5,2,2,580.28,0.97,601.43,1
shabby,6,556,6.32,4,2,1,716.42,0.97,669.75,1
shack,5,4308,8.37,3,1,1,588.94,0.89,617,1
shackle,7,1662,7.42,4,2,1,697.42,0.94,637.22,1
shackled,8,244,5.5,5,2,2,682.22,0.94,686.37,1
shacks,6,260,5.56,4,1,2,692.23,0.91,670.34,1
shade,5,6047,8.71,3,1,1,609.66,1,672.46,1
shaded,6,1073,6.98,5,2,2,568.94,0.97,634.11,1
shades,6,2941,7.99,4,1,2,631.22,0.97,619,1
shading,7,1683,7.43,5,2,2,734.72,0.94,676.04,1
shadow,6,17543,9.77,4,2,1,586.21,1,606.11,1
shadowed,8,420,6.04,5,2,2,698.45,0.94,678.93,1
scarf,5,826,6.72,5,1,1,696.24,1,673.48,1
scarlet,7,1762,7.47,7,2,1,653.84,0.97,672.59,1
scars,5,1287,7.16,5,1,2,629.06,0.97,618.32,1
scat,4,405,6,4,1,1,751.53,0.91,672.36,1
scatter,7,845,6.74,5,2,1,739.41,0.97,644.82,1
scent,5,2429,7.8,4,1,1,619.55,0.97,644.26,1
scented,7,346,5.85,6,2,2,619.09,0.91,684.78,0.96
scholars,8,6139,8.72,6,2,3,644.82,0.97,689,1
school,6,119951,11.69,4,1,1,576.97,0.97,678.08,1
schooled,8,224,5.41,5,1,2,736.26,1,700.54,1
schooling,9,1325,7.19,6,2,2,776.83,1,697.41,1
scissors,8,1369,7.22,5,2,2,697.94,1,682.28,1
schools,7,30008,10.31,5,1,2,585.68,0.97,672.04,1
school's,8,1444,7.28,5,1,2,671.91,0.97,685.62,1
science,7,99256,11.51,5,1,2,572.71,1,608.89,1
sciences,8,19471,9.88,7,2,3,717.34,1,672.96,1
scientist,9,9071,9.11,8,2,3,637.1,0.94,673.34,1
scoop,5,2577,7.85,4,1,1,641.6,0.91,702.96,0.96
scooter,7,744,6.61,5,2,2,657.47,0.97,679.89,1
scope,5,10774,9.28,4,1,1,610.44,0.97,640.68,1
scopes,6,829,6.72,5,1,2,788.34,0.94,681.96,1
score,5,23264,10.05,4,1,1,597.7,1,671.57,1
scored,6,4657,8.45,5,1,2,629.58,0.97,689.79,1
scoring,7,6454,8.77,6,2,2,643.21,0.97,691.7,1
scorn,5,983,6.89,5,1,1,682.59,1,706.57,1
scorpion,8,2696,7.9,8,2,1,667.34,0.97,698.85,1
Scotch,6,1422,7.26,4,1,1,651.44,1,671.22,1
Scotland,8,7359,8.9,8,2,2,705.12,0.97,706.15,1
Scott,5,51270,10.84,4,1,1,564.42,0.97,633.58,0.96
Scottish,8,4263,8.36,6,2,2,663.27,1,699.36,1
Scott's,7,1009,6.92,5,1,2,600.7,1,664.64,1
Scotty,6,1678,7.43,5,2,2,679.13,0.97,689.48,1
scout,5,7491,8.92,4,1,1,659.17,1,627.11,1
scouts,6,3202,8.07,5,1,2,627.09,0.97,691.64,1
scramble,8,1203,7.09,7,2,1,645.3,1,682.32,1
scrambled,9,1652,7.41,8,2,2,623.41,0.94,694.27,1
scrap,5,2406,7.79,5,1,1,624.52,0.97,677.63,0.96
scrapes,7,232,5.45,6,1,2,762.8,0.91,674.42,0.96
scratch,7,8067,9,5,1,1,657.71,1,690.41,1
scream,6,7435,8.91,5,1,1,607.48,0.94,691.58,0.96
screaming,9,7615,8.94,7,2,2,741.44,1,697.68,1
screech,7,383,5.95,5,1,1,788.63,0.88,704.08,0.96
screen,6,74698,11.22,5,1,1,655.21,1,700.83,1
screened,8,1478,7.3,6,1,2,718.61,0.94,699.38,1
screw,5,9543,9.16,4,1,1,610.53,0.97,700.14,0.97
screws,6,3523,8.17,5,1,2,667.18,0.97,706.17,1
script,6,33261,10.41,6,1,1,610.18,1,668.67,1
scrub,5,875,6.77,5,1,1,614.65,1,678.61,1
scrubbed,8,282,5.64,6,1,2,694.68,1,705.61,1
scrubber,8,186,5.23,6,2,2,679.63,0.94,702.96,1
scum,4,3108,8.04,4,1,1,755.61,0.97,658.8,1
seaboard,8,481,6.18,6,2,2,718.85,0.97,667.22,1
seafood,7,966,6.87,5,2,2,550.75,1,640.12,1
seal,4,6421,8.77,3,1,1,599.73,0.97,690.25,0.96
sealed,6,10333,9.24,4,1,2,600.15,0.97,650.46,1
seams,5,1009,6.92,4,1,2,734.04,0.88,645.52,1
search,6,78523,11.27,3,1,1,547.16,0.94,591.48,1
searches,8,6596,8.79,5,2,2,639.76,1,632.89,1
searching,9,17654,9.78,5,2,2,601.26,1,637.78,1
sears,5,3745,8.23,4,1,2,666.77,0.97,678.04,1
seas,4,2648,7.88,3,1,2,621.64,0.97,704.15,1
seashore,8,235,5.46,5,2,2,694.26,1,699.15,1
season,6,37562,10.53,4,2,1,680.84,0.97,613.69,1
seasoned,8,1760,7.47,5,2,2,579.66,0.97,692.88,1
seasons,7,4667,8.45,5,2,2,601.31,1,586.44,1
seat,4,17184,9.75,3,1,1,634.33,0.97,658,1
seated,6,2277,7.73,5,2,2,669.29,1,663.37,0.96
Seattle,7,18149,9.81,5,3,1,706.56,0.94,690.23,0.96
second,6,150377,11.92,6,2,1,553.58,0.94,663.25,1
secondly,8,5629,8.64,8,3,2,752.29,1,662.26,1
seconds,7,26919,10.2,7,2,2,640.03,1,659.65,1
sack,4,2220,7.71,3,1,1,677.47,0.97,609.5,1
sacks,5,907,6.81,4,1,2,646.84,0.91,667.89,1
sacrifice,9,12126,9.4,8,3,2,679.97,1,641,1
sad,3,17183,9.75,3,1,1,574.03,0.94,628.33,1
saddles,7,617,6.42,5,2,2,758.72,0.94,696.73,1
sadly,5,4882,8.49,5,2,2,628.28,0.94,672.14,1
sadness,7,1229,7.11,6,2,2,576.23,0.94,602.96,1
safe,4,33169,10.41,3,1,1,576.76,0.97,605.19,1
safeguard,9,810,6.7,7,2,2,691.79,1,676.56,1
safeguards,10,748,6.62,8,2,3,723.85,1,669.96,1
safely,6,5805,8.67,5,2,2,530,0.94,653.54,0.96
safer,5,5004,8.52,4,2,2,680.55,0.97,637.32,1
sage,4,4766,8.47,3,1,1,659.03,1,645.84,0.96
sail,4,3552,8.18,3,1,1,598.65,1,594.08,0.96
sailboat,8,523,6.26,6,2,2,616.03,1,659.25,1
sailboats,9,214,5.37,7,2,3,732.81,1,685.11,1
sailing,7,3556,8.18,5,2,2,712.16,0.94,641.78,1
sailor,6,6240,8.74,4,2,2,636.31,0.97,642.75,1
sailors,7,1337,7.2,5,2,3,656.38,1,631.93,1
sails,5,1292,7.16,4,1,2,676.56,0.94,668.19,1
saint,5,6328,8.75,4,1,1,685.35,1,607.81,1
saints,6,2634,7.88,5,1,2,721.18,1,637.82,1
salad,5,2491,7.82,5,2,1,645.82,1,627.56,1
salads,6,493,6.2,6,2,2,639.68,0.91,631.85,1
salaries,8,6410,8.77,7,3,2,654.91,1,655.44,1
salary,6,30091,10.31,6,3,1,620,0.94,656.37,1
sale,4,95391,11.47,3,1,1,597.61,1,612.93,1
sales,5,56201,10.94,4,1,2,624.91,1,596.19,1
salesman,8,3345,8.12,7,2,3,689.06,1,643.15,0.96
salesmen,8,736,6.6,7,2,3,715,0.91,671.52,1
saliva,6,1137,7.04,6,3,1,732.56,0.94,700.42,0.96
Sally,5,4304,8.37,4,2,1,644,1,630.08,1
Sally's,7,406,6.01,5,2,2,630.78,0.97,629.07,1
saloon,6,541,6.29,5,2,1,756.81,0.94,676.31,1
salt,4,15258,9.63,4,1,1,562.7,1,609.25,1
salted,6,348,5.85,6,2,2,667.5,0.97,648.04,0.96
salts,5,1171,7.07,5,1,2,575.69,0.97,621,1
saltwater,9,513,6.24,8,3,2,695.39,1,660.89,1
salty,5,939,6.84,5,2,2,612.45,0.97,691.48,0.96
salute,6,1321,7.19,5,2,1,709.22,0.97,657.88,1
salvation,9,5143,8.55,7,3,2,650.15,1,644,1
Sam,3,25993,10.17,3,1,1,609.14,0.88,597.27,1
Sammy,5,1406,7.25,4,2,2,757.7,0.94,632.26,1
sample,6,24016,10.09,5,2,1,618.48,0.97,644.46,1
sampled,7,1424,7.26,6,2,2,705.66,1,667.16,0.96
sampler,7,3326,8.11,6,2,2,658.39,0.97,680.58,1
samplers,8,587,6.38,7,2,3,713.5,0.97,679.07,1
samples,7,11133,9.32,6,2,2,577.45,0.97,669.35,1
sampling,8,3880,8.26,7,3,2,672.03,0.97,645.7,0.96
Samuel,6,6463,8.77,7,2,1,699.61,0.91,656,1
Samuels,7,238,5.47,8,2,1,755.65,0.97,671.42,1
sanctions,9,3541,8.17,7,2,3,734.84,0.97,692.67,0.96
sand,4,10083,9.22,4,1,1,575.97,0.97,620.32,1
sandals,7,1995,7.6,6,2,2,660.55,1,643.52,0.96
sandbox,7,334,5.81,8,2,2,645.26,1,629.54,0.96
sandman,7,3062,8.03,7,2,2,753.69,0.97,694.93,1
sandpaper,9,383,5.95,8,3,2,721.46,1,623.04,0.96
sands,5,1523,7.33,5,1,2,653.97,0.97,630.71,1
sandstone,9,226,5.42,8,2,2,745.23,0.91,684.12,1
sandwich,8,2328,7.75,6,2,2,624.21,1,668.32,1
sandwiches,10,1033,6.94,8,3,3,655.94,0.97,648.42,1
sandy,5,5033,8.52,5,2,2,644.48,1,650.63,1
sane,4,3942,8.28,3,1,1,622,0.94,611,1
sang,4,5220,8.56,3,1,1,739,0.94,635.33,1
sanitary,8,472,6.16,8,4,2,769.26,0.97,692.19,0.96
sank,4,1115,7.02,4,1,1,712.34,0.97,623,1
Santa,5,23164,10.05,5,2,1,615.76,1,645.41,1
Santa's,7,258,5.55,6,2,2,672.56,0.97,658.48,1
sapphire,8,2832,7.95,5,2,1,732.33,0.88,673.48,1
Sara,4,2460,7.81,4,2,1,610.39,0.94,623.86,1
Sarah,5,7723,8.95,4,2,1,595.18,0.97,642.15,1
Sarah's,7,400,5.99,5,2,2,618.34,0.97,642.15,1
sat,3,33312,10.41,3,1,1,609.77,0.94,658.48,1
satellite,9,15422,9.64,6,3,1,703.94,1,696.89,1
satisfied,9,10601,9.27,8,3,3,700.09,1,700.88,0.96
satisfy,7,5617,8.63,7,3,2,676.75,0.97,655.04,1
saturate,8,274,5.61,7,3,2,748.84,0.94,670.64,0.96
Saturdays,9,1407,7.25,7,3,3,643.59,0.97,661.07,1
Saturday's,10,523,6.26,7,3,3,637.18,1,658.04,1
Saturn,6,10832,9.29,5,2,1,644.58,1,666.11,1
sauce,5,5757,8.66,3,1,1,601.03,1,647.89,1
saucepan,8,602,6.4,6,2,2,696.91,1,698.56,1
saucer,6,1272,7.15,4,2,2,670.33,1,643.14,1
saucers,7,640,6.46,5,2,3,684.73,0.97,667.67,1
sauces,6,458,6.13,5,2,2,673.85,0.97,654.48,1
sausage,7,1273,7.15,5,2,1,668.78,0.97,617.11,1
sausages,8,297,5.69,7,3,2,753.34,0.97,681.67,1
savage,6,5185,8.55,5,2,1,705.84,0.97,629.96,1
savages,7,422,6.05,7,3,2,711.86,1,690.75,1
save,4,62632,11.05,3,1,1,586.85,1,600.43,0.97
saved,5,18101,9.8,4,1,2,647.64,0.97,623.56,1
saver,5,3009,8.01,4,2,2,690.4,0.88,673.69,1
saves,5,6359,8.76,4,1,2,699.21,0.97,632.5,1
saving,6,12352,9.42,5,2,2,576.93,0.91,620.71,1
savings,7,9542,9.16,6,2,3,592.39,0.97,657.61,1
saws,4,431,6.07,3,1,2,604.74,1,687.12,1
saxophone,9,558,6.32,8,3,2,792.91,0.97,678.39,1
saying,6,95390,11.47,4,2,2,671.24,1,689.25,1
sayings,7,769,6.65,5,2,3,623.38,0.97,657.86,1
scab,4,546,6.3,4,1,1,738.52,0.94,699.07,1
scale,5,24681,10.11,4,1,1,576.88,0.97,656.68,1
scaled,6,1428,7.26,5,1,2,736.33,0.93,679.19,1
scales,6,3920,8.27,5,1,2,630.81,0.94,666.39,1
scalp,5,1315,7.18,5,1,1,723.77,1,682.46,1
scan,4,14016,9.55,4,1,1,612.53,0.88,636.41,1
scant,5,591,6.38,5,1,1,680.1,0.94,670.25,0.96
roach,5,808,6.69,3,1,1,648.53,0.91,605.27,1
road,4,66722,11.11,3,1,1,630.36,0.97,559.79,1
roadblock,9,202,5.31,7,2,2,758.06,0.97,621.67,0.96
roadside,8,485,6.18,6,2,2,645.82,0.97,641.75,1
roadway,7,391,5.97,5,2,2,642.65,1,607.07,0.96
roadways,8,232,5.45,6,2,3,658.03,1,619.38,1
roam,4,1099,7,3,1,1,754.58,0.97,586.96,1
roamed,6,284,5.65,4,1,2,679.16,0.97,695.41,1
roaming,7,789,6.67,5,2,2,690.71,0.94,562.52,1
roar,4,1516,7.32,3,1,1,594.43,0.97,592.42,1
roared,6,415,6.03,4,1,2,600.72,0.94,648.52,0.96
roaring,7,818,6.71,5,2,2,670.59,1,613.88,0.96
roars,5,207,5.33,4,1,2,607.79,0.97,622.79,1
roast,5,1484,7.3,4,1,1,656.94,0.94,587.67,1
roasted,7,840,6.73,6,2,2,645.44,0.91,581.71,1
rob,3,21934,10,3,1,1,728.79,1,550.19,1
robbed,6,1360,7.22,4,1,2,652.58,0.91,591,1
robber,6,886,6.79,4,2,2,609.5,0.94,571.33,0.96
robberies,9,519,6.25,7,3,3,709.87,0.94,631.9,1
robbers,7,1907,7.55,5,2,3,583.11,1,601.93,1
robbery,7,2155,7.68,6,3,2,592.28,0.97,629.04,1
robbing,7,1066,6.97,5,2,2,701.88,1,636.85,1
Robby,5,526,6.27,4,2,2,727.69,0.94,630.3,1
robe,4,1641,7.4,3,1,1,626,1,555.96,1
Robert,6,72828,11.2,5,2,1,699.5,1,618.86,1
Roberta,7,759,6.63,6,3,1,781.74,0.97,645.71,1
Roberto,7,3041,8.02,6,3,1,752.62,1,684.24,0.96
robes,5,804,6.69,4,1,2,676.8,0.91,608.74,1
robin,5,12801,9.46,5,2,1,630.27,0.91,613.04,1
Robinson,8,9085,9.11,7,3,2,701.76,0.91,655.48,1
Robinson's,10,273,5.61,8,3,3,700.82,0.97,683.86,1
robot,5,10880,9.29,5,2,1,610.7,1,571.43,1
robots,6,5758,8.66,6,2,2,664.38,0.97,599.83,1
robs,4,291,5.67,4,1,2,651.73,1,602.22,0.96
Rob's,5,357,5.88,4,1,2,643.9,0.91,558.15,1
rock,4,44285,10.7,3,1,1,543.88,1,554.46,1
rocked,6,1009,6.92,4,1,2,678.03,0.97,563.08,0.96
rocker,6,1240,7.12,4,2,2,667.18,0.97,603.5,1
rockers,7,866,6.76,5,2,3,623.59,1,637.22,1
rocket,6,11027,9.31,5,2,1,627.13,0.94,557.79,1
rockets,7,3486,8.16,6,2,2,605.52,0.94,590.07,1
Rockies,7,1077,6.98,5,2,3,701.74,0.94,618.08,0.96
rocking,7,1275,7.15,5,2,2,669.79,0.97,585.43,1
rocks,5,7759,8.96,4,1,2,662.06,1,554.26,1
rocky,5,4780,8.47,4,2,2,551.33,1,579.86,1
rod,3,19565,9.88,3,1,1,608.24,0.97,589,1
rode,4,2639,7.88,3,1,1,710.09,0.97,587.42,0.96
rodent,6,947,6.85,5,2,1,657.81,0.94,578.81,1
rodents,7,740,6.61,6,2,2,709.78,0.97,608.64,1
rodeo,5,1012,6.92,5,3,1,665.8,0.91,634.6,0.96
rods,4,2832,7.95,4,1,2,757.5,0.91,621.03,1
Roger,5,21058,9.96,4,2,1,634.16,0.94,596.29,1
role,4,32941,10.4,3,1,1,630.61,0.97,582.86,1
roles,5,6216,8.73,4,1,2,665.97,0.97,576.68,1
roll,4,21720,9.99,3,1,1,612.31,1,569.71,1
rolled,6,6720,8.81,4,1,2,650.15,0.97,569.96,1
roller,6,3155,8.06,4,2,2,645.26,1,566.04,1
rolling,7,12848,9.46,5,2,2,615.44,0.94,589.14,1
rolls,5,5863,8.68,4,1,2,584.81,0.97,590.88,1
Roman,5,10744,9.28,5,2,2,654.35,1,615.7,1
romance,7,5730,8.65,6,2,1,600.26,1,591.12,1
romances,8,496,6.21,8,3,2,740.33,0.97,629.89,1
Romania,7,3211,8.07,7,3,1,705.23,0.94,670.33,1
Romans,6,3516,8.17,6,2,3,610.47,1,695.96,1
romantic,8,6456,8.77,8,3,1,676.38,1,637.6,1
Rome,4,5454,8.6,3,1,1,622.34,0.97,562.54,1
Romeo,5,1325,7.19,5,3,1,633.19,1,576.76,1
Ron,3,24402,10.1,3,1,1,722.55,0.97,594.27,1
Ronald,6,7665,8.94,5,2,1,607.58,0.97,610.14,1
roof,4,5626,8.64,3,1,1,641.15,1,567.5,1
roofs,5,380,5.94,4,1,2,591.71,1,589.61,1
rooftop,7,257,5.55,6,2,2,692.71,0.97,635.11,0.96
rookie,6,6050,8.71,4,2,1,715.26,0.97,625.86,1
rookies,7,3208,8.07,5,2,2,706.41,0.91,654.31,1
room,4,85138,11.35,3,1,1,543.32,1,568.42,1
roommate,8,2998,8.01,6,2,2,654.42,1,585.74,1
roommates,9,773,6.65,7,2,3,725.5,1,641.07,1
rooms,5,9718,9.18,4,1,2,614.19,0.97,559.36,1
room's,6,197,5.28,4,1,2,633.5,0.94,605.35,1
rooster,7,516,6.25,5,2,2,645.97,0.97,669.96,0.96
root,4,27384,10.22,3,1,1,634.37,1,559.04,1
rooted,6,1550,7.35,5,2,2,664.97,0.97,594.92,1
rooting,7,671,6.51,5,2,2,669.82,1,616.42,1
roots,5,11000,9.31,4,1,2,576.34,0.97,635.93,0.96
ropes,5,2536,7.84,4,1,2,567.21,0.97,573.86,1
Rosa,4,2913,7.98,4,2,1,686.35,0.97,597.96,1
rosary,6,329,5.8,6,3,2,770.7,0.88,630.54,0.96
rosebud,7,372,5.92,6,2,2,739.29,0.97,634.32,1
rosemary,8,1409,7.25,7,3,1,740.36,1,651.88,0.96
roses,5,6606,8.8,5,2,2,612.41,1,575.04,1
Rose's,6,288,5.66,5,2,2,647.26,0.97,640.12,1
rosewood,8,573,6.35,6,2,2,766.09,0.97,629.43,1
Rosie,5,838,6.73,4,2,2,653.33,0.97,611.17,1
Ross,4,11123,9.32,3,1,1,663.03,0.94,612.6,1
rosy,4,862,6.76,4,2,2,684.03,0.94,573.37,1
rotate,6,3347,8.12,5,2,2,647.58,0.94,629.48,1
rotated,7,1235,7.12,7,3,3,703.97,0.97,615.43,1
rotates,7,596,6.39,6,2,3,636.45,0.88,651.86,1
rotating,8,2873,7.96,7,3,3,696.03,1,690.69,1
rotation,8,4180,8.34,6,3,3,667.68,0.94,605.85,1
rotten,6,2386,7.78,4,2,2,647.42,0.97,581.19,1
rotting,7,939,6.84,5,2,2,659.88,0.94,595.11,1
rough,5,10148,9.23,3,1,1,614.97,1,603.72,1
rougher,7,359,5.88,4,2,2,718.53,0.91,679.68,1
roughly,7,10597,9.27,5,2,2,650.22,0.97,564.89,1
roughness,9,284,5.65,6,2,2,705.72,0.97,600.46,1
rounded,7,3398,8.13,6,2,2,653.81,0.94,580.61,1
roundhouse,10,692,6.54,7,2,2,767.84,0.97,622.81,0.96
rounding,8,1062,6.97,6,2,2,691.41,1,630.36,0.96
roundup,7,599,6.4,6,2,2,693.63,0.94,643.57,1
route,5,17655,9.78,3,1,1,659.94,0.91,602.56,0.96
routine,7,15144,9.63,5,2,1,651.03,1,658.85,1
routines,8,9192,9.13,6,2,2,736.56,0.97,609.04,1
rowdy,5,421,6.04,4,2,1,635.81,0.94,587.71,1
rows,4,4309,8.37,3,1,2,589.77,0.97,608.07,1
royal,5,17664,9.78,4,1,2,587.81,0.94,649.68,1
royalty,7,2983,8,6,2,3,718.31,0.97,634.43,1
Roy's,5,214,5.37,3,1,2,622.67,0.97,592.25,1
rubbed,6,3338,8.11,4,1,2,685.77,0.97,586.11,1
rubber,6,10099,9.22,4,2,2,662.59,1,611,1
rubbing,7,4311,8.37,5,2,2,607.26,0.97,595.63,1
rubbish,7,7126,8.87,5,2,1,693.1,0.91,638.18,1
rubble,6,747,6.62,4,2,1,726.66,0.94,581.46,1
rude,4,7346,8.9,3,1,1,622.24,1,590.04,1
rudely,6,500,6.21,5,2,2,671.76,0.94,649.93,1
rudeness,8,585,6.37,6,2,2,613.16,0.97,640.46,1
Rudolph,7,1254,7.13,6,2,1,710.13,0.94,665.04,1
Rudy,4,1357,7.21,4,2,1,695.38,0.94,678.24,1
rug,3,1448,7.28,3,1,1,604.72,0.97,563.63,1
rugby,5,2163,7.68,5,2,2,733.57,0.91,661.63,0.96
rugged,6,1109,7.01,5,2,1,617.26,0.94,651.89,0.96
rugs,4,552,6.31,4,1,2,617.91,0.97,570.71,1
ruin,4,7182,8.88,4,1,1,679.12,1,629.08,1
ruined,6,2999,8.01,5,1,2,631.56,0.97,617.4,1
ruins,5,5831,8.67,5,1,2,672,0.94,638.59,1
rule,4,45323,10.72,3,1,1,557.69,0.97,588.54,1
rulebook,8,1259,7.14,6,2,2,780.32,0.91,645.04,1
ruled,5,6075,8.71,4,1,2,667.32,1,605.5,1
