"Word","Length","Log_Freq_HAL","NPhon","NSyll","NMorph","I_Mean_RT","I_Mean_Accuracy","I_NMG_Mean_RT","I_NMG_Mean_Accuracy"
"vivid","5","7.57","5","2","2","702.88","0.97","664.89","1.00"
"vocal","5","8.63","5","2","2","614.74","1.00","604.61","1.00"
"vocals","6","8.44","6","2","3","609.47","1.00","605.61","1.00"
"vogue","5","7.06","3","1","1","678.55","0.97","684.61","1.00"
"voice","5","11.31","3","1","1","555.91","0.97","647.14","1.00"
"voiced","6","7.40","4","1","2","680.23","0.94","602.43","1.00"
"voices","6","9.26","5","2","2","554.88","1.00","609.85","1.00"
"void","4","10.04","3","1","1","553.52","1.00","627.52","1.00"
"volcano","7","8.02","7","3","2","617.38","0.94","586.63","1.00"
"volleyball","10","7.75","7","3","2","642.27","1.00","636.96","1.00"
"voltage","7","9.12","6","2","2","671.55","0.97","670.08","1.00"
"volume","6","10.60","6","2","1","631.16","0.94","582.56","1.00"
"volumes","7","8.97","7","2","2","694.71","0.97","637.65","1.00"
"volunteer","9","9.03","8","3","2","618.39","1.00","603.89","1.00"
"vomit","5","7.18","5","2","1","661.69","0.94","624.68","1.00"
"vomiting","8","7.19","7","3","2","743.34","0.94","688.52","1.00"
"vote","4","10.97","3","1","1","593.25","1.00","578.24","1.00"
"voted","5","9.32","5","2","2","601.06","1.00","630.15","1.00"
"voter","5","7.61","4","2","2","630.82","0.97","587.07","1.00"
"votes","5","9.95","4","1","2","568.31","1.00","630.37","1.00"
"voting","6","9.39","5","2","2","690.03","1.00","654.48","1.00"
"vouchers","8","7.11","5","2","3","719.06","0.91","668.79","1.00"
"vowel","5","6.83","4","1","1","641.45","0.94","626.00","1.00"
"vowels","6","6.88","5","1","2","672.53","0.97","637.85","0.96"
"vows","4","6.82","3","1","2","669.64","0.94","627.04","1.00"
"voyage","6","7.73","4","2","1","624.63","0.97","644.78","1.00"
"vulgar","6","7.00","5","2","2","658.26","1.00","636.30","1.00"
"wacky","5","7.60","4","2","1","758.59","1.00","572.54","1.00"
"wade","4","8.56","3","1","1","648.94","0.94","576.89","1.00"
"waffle","6","8.37","4","2","1","674.47","1.00","590.59","1.00"
"wage","4","9.22","3","1","1","647.77","0.97","607.30","1.00"
"wager","5","7.17","4","2","2","650.45","0.97","652.85","1.00"
"wages","5","8.76","5","2","2","640.09","1.00","600.32","1.00"
"wagon","5","8.21","5","2","1","599.55","0.97","602.29","1.00"
"waist","5","8.57","4","1","1","601.39","0.97","574.42","1.00"
"waited","6","8.76","5","2","2","628.24","1.00","588.07","1.00"
"waiter","6","7.11","4","2","2","679.64","1.00","597.89","1.00"
"waiting","7","10.55","5","2","2","654.77","1.00","586.78","1.00"
"waitress","8","6.95","6","2","2","599.93","0.94","610.82","1.00"
"waiver","6","7.22","4","2","2","713.48","0.97","620.04","1.00"
"wakes","5","7.20","4","1","2","576.00","1.00","647.93","1.00"
"Wales","5","8.41","4","1","1","760.50","0.94","641.00","1.00"
"walked","6","9.61","4","1","2","569.52","0.97","572.75","1.00"
"walker","6","9.11","4","2","2","599.64","0.97","564.96","1.00"
"walkers","7","6.94","5","2","3","598.63","1.00","573.57","1.00"
"walks","5","8.82","4","1","2","624.52","1.00","552.44","1.00"
"wallet","6","7.74","5","2","1","665.94","1.00","560.46","1.00"
"wallpaper","9","6.90","7","3","2","620.76","1.00","603.64","1.00"
"walls","5","9.40","4","1","2","615.53","0.97","562.41","1.00"
"walnut","6","8.14","6","2","2","637.03","0.97","583.38","1.00"
"Walt","4","8.44","4","1","1","694.40","0.94","605.19","0.96"
"Walters","7","7.00","6","2","1","655.13","0.97","626.32","1.00"
"waltz","5","7.07","5","1","1","679.97","1.00","580.18","1.00"
"upwards","7","7.75","6","2","3","754.86","1.00","578.07","1.00"
"urban","5","9.07","4","2","2","657.00","0.94","639.00","1.00"
"urged","5","7.81","3","1","2","619.79","1.00","671.52","1.00"
"urgency","7","6.77","6","3","2","760.15","1.00","658.58","1.00"
"urgent","6","8.25","5","2","2","674.53","0.94","635.93","1.00"
"urges","5","7.41","4","2","2","670.78","0.94","569.25","1.00"
"urging","6","7.46","4","2","2","678.12","1.00","597.31","1.00"
"usage","5","9.65","5","2","2","660.03","0.97","687.84","1.00"
"useful","6","10.92","5","2","2","693.52","1.00","601.63","1.00"
"user","4","11.68","4","2","2","642.55","0.91","646.07","1.00"
"users","5","11.59","5","2","3","687.71","0.94","647.96","1.00"
"uses","4","11.09","5","2","2","563.47","0.97","594.00","1.00"
"usually","7","11.57","7","3","2","620.06","0.97","684.59","1.00"
"utilize","7","8.27","6","3","2","658.15","1.00","617.34","1.00"
"utilizing","9","8.15","8","4","3","753.82","1.00","654.48","1.00"
"utter","5","8.29","3","2","1","740.52","0.97","572.77","1.00"
"uttered","7","6.77","4","2","2","725.27","0.97","643.78","1.00"
"utterly","7","8.59","5","3","2","761.22","0.94","592.26","1.00"
"vacant","6","7.21","6","2","2","664.74","1.00","667.26","1.00"
"vacation","8","9.16","6","3","3","697.18","1.00","650.78","0.96"
"vacuum","6","8.74","6","2","2","687.97","0.91","593.86","1.00"
"vague","5","8.76","3","1","1","677.64","1.00","640.50","1.00"
"vain","4","7.89","3","1","1","588.44","1.00","630.37","1.00"
"valid","5","10.13","5","2","1","632.88","0.97","639.70","1.00"
"validate","8","7.37","7","3","2","647.91","0.97","638.75","1.00"
"valuable","8","9.65","7","3","2","675.91","1.00","667.50","1.00"
"valued","6","7.92","6","2","2","650.33","1.00","628.54","1.00"
"values","6","10.43","6","2","2","618.79","1.00","609.15","1.00"
"vampire","7","9.50","6","2","1","623.58","0.94","634.31","1.00"
"vampires","8","8.16","7","2","2","699.18","1.00","682.57","1.00"
"van","3","10.73","3","1","1","555.17","1.00","607.57","1.00"
"vanish","6","7.24","5","2","1","672.52","0.97","601.22","1.00"
"vanished","8","7.54","6","2","2","660.39","1.00","645.27","1.00"
"vanishing","9","6.92","7","3","2","687.28","0.97","634.78","1.00"
"vanity","6","7.12","6","3","2","657.03","1.00","666.32","1.00"
"vapor","5","8.09","4","2","1","643.12","1.00","588.35","1.00"
"variables","9","9.45","8","3","3","663.25","0.94","619.86","1.00"
"variance","8","7.28","7","2","2","688.29","0.91","698.15","1.00"
"varied","6","8.26","5","2","2","677.68","1.00","612.18","1.00"
"varies","6","8.72","5","2","2","705.06","0.91","655.28","1.00"
"varying","7","8.46","6","3","2","753.38","0.94","703.36","1.00"
"vast","4","9.53","4","1","1","629.76","1.00","569.54","1.00"
"vault","5","9.15","4","1","1","641.58","0.94","582.59","1.00"
"Vegas","5","8.97","5","2","1","619.88","0.97","629.18","1.00"
"vegetables","10","8.39","8","3","3","728.69","0.94","675.52","1.00"
"vehicle","7","9.53","5","3","1","650.31","1.00","627.22","0.96"
"vein","4","7.68","3","1","1","654.81","0.97","607.13","1.00"
"veins","5","7.27","4","1","2","606.50","1.00","589.93","1.00"
"velocity","8","8.87","8","4","2","691.09","1.00","684.27","1.00"
"velvet","6","7.71","6","2","1","642.00","1.00","637.79","1.00"
"vendor","6","9.43","5","2","2","604.23","0.94","633.25","1.00"
"vendors","7","9.68","6","2","3","676.78","0.94","620.62","1.00"
"Venice","6","7.13","5","2","1","759.73","1.00","666.42","1.00"
"venture","7","8.90","5","2","1","685.16","0.94","630.07","1.00"
"Venus","5","8.47","5","2","1","675.70","1.00","644.86","1.00"
"verb","4","7.65","3","1","1","631.18","0.97","583.21","1.00"
"verbal","6","8.77","4","2","2","641.34","1.00","601.04","1.00"
"verbs","5","6.82","4","1","2","600.63","0.97","679.46","1.00"
"verdict","7","7.47","6","2","1","649.21","0.97","621.43","0.97"
"verge","5","7.38","3","1","1","714.39","0.94","655.46","1.00"
"verified","8","8.40","7","3","3","718.59","1.00","698.57","1.00"
"verify","6","9.15","6","3","2","623.21","0.97","629.28","1.00"
"Vermont","7","8.10","6","2","1","683.71","1.00","627.18","1.00"
"Veronica","8","7.58","8","4","1","657.09","0.94","682.54","1.00"
"verse","5","8.77","3","1","1","742.47","0.97","637.68","1.00"
"verses","6","8.17","5","2","2","729.13","0.97","619.07","1.00"
"version","7","12.32","4","2","1","601.18","1.00","632.14","1.00"
"versus","6","8.95","5","2","1","764.13","0.94","635.00","0.96"
"vertical","8","9.16","6","3","1","658.88","1.00","653.57","1.00"
"vessel","6","8.26","4","2","1","741.37","0.94","608.41","1.00"
"vest","4","7.12","4","1","1","685.03","0.94","640.66","1.00"
"vet","3","8.93","3","1","1","665.75","0.97","632.44","1.00"
"vibrant","7","6.74","7","2","2","701.00","0.97","654.88","1.00"
"unmarked","8","6.75","7","2","3","682.50","1.00","618.39","1.00"
"unmarried","9","7.01","7","3","3","669.18","1.00","615.52","1.00"
"unnatural","9","7.45","8","3","3","743.15","1.00","683.22","1.00"
"unpleasant","10","8.02","8","3","3","661.26","1.00","576.24","1.00"
"unreal","6","6.86","6","2","2","673.88","1.00","604.32","1.00"
"unrest","6","7.08","6","2","2","691.66","0.91","597.48","1.00"
"unsafe","6","7.43","5","2","2","696.79","0.97","580.64","1.00"
"unseen","6","7.63","5","2","3","693.48","0.97","607.28","1.00"
"unsigned","8","8.66","6","2","3","729.97","1.00","691.68","1.00"
"unsure","6","8.08","5","2","2","647.38","1.00","639.74","0.96"
"until","5","12.05","5","2","1","604.13","0.94","590.85","0.96"
"untouched","9","7.09","6","2","3","726.15","1.00","588.81","1.00"
"unzip","5","7.97","5","2","2","733.52","0.97","624.42","1.00"
"upcoming","8","9.11","7","3","3","619.74","1.00","599.37","1.00"
"upgrade","7","10.47","6","2","2","714.88","0.97","568.59","0.96"
"upgrading","9","8.81","8","3","3","728.81","0.94","653.71","1.00"
"uphill","6","6.72","5","2","2","713.44","0.97","620.46","1.00"
"upon","4","11.27","4","2","1","710.06","1.00","607.59","0.96"
"upper","5","10.19","3","2","2","607.00","1.00","580.85","0.96"
"uppercut","8","7.04","6","3","3","723.55","0.97","665.61","1.00"
"upright","7","7.84","5","2","2","684.72","0.94","575.26","1.00"
"ups","3","9.21","3","1","2","656.07","0.93","560.08","1.00"
"upset","5","9.34","5","2","2","706.55","1.00","582.50","1.00"
"upstairs","8","7.88","7","2","3","587.15","1.00","587.67","1.00"
"upstate","7","6.97","6","2","2","696.10","0.94","651.22","1.00"
"upstream","8","7.05","7","2","2","641.94","0.97","578.32","1.00"
"upward","6","8.07","5","2","2","710.97","1.00","554.79","1.00"
"undergoing","10","7.35","8","4","3","676.94","1.00","633.18","1.00"
"undergone","9","6.83","7","3","2","672.89","0.93","620.92","1.00"
"underline","9","6.72","7","3","2","648.15","0.97","591.00","1.00"
"underlying","10","8.72","8","4","3","712.37","1.00","638.96","0.96"
"undertake","9","7.17","7","3","2","693.97","0.94","619.39","1.00"
"underwater","10","7.82","8","4","2","766.97","1.00","584.46","1.00"
"underwear","9","8.13","7","3","2","671.91","0.97","607.07","1.00"
"underworld","10","8.66","8","3","2","678.45","0.97","656.93","0.96"
"undo","4","7.78","4","2","2","613.48","0.94","572.07","1.00"
"undoing","7","7.68","6","3","3","752.25","0.97","608.48","0.96"
"uneasy","6","6.68","5","3","3","636.97","1.00","624.08","1.00"
"unemployed","10","7.82","8","3","3","713.73","1.00","681.52","1.00"
"unfair","6","8.76","5","2","2","637.29","1.00","556.34","1.00"
"unfinished","10","7.21","8","3","3","748.09","0.97","646.36","1.00"
"unfit","5","6.69","5","2","2","739.71","0.94","615.19","1.00"
"unhealthy","9","7.15","7","3","3","703.34","0.94","650.92","1.00"
"unholy","6","8.28","6","3","2","711.94","0.91","628.58","1.00"
"unicorn","7","8.17","8","3","2","689.84","0.91","678.07","1.00"
"uniform","7","9.00","8","3","2","570.94","0.97","614.25","1.00"
"unify","5","7.04","6","3","2","666.42","0.97","696.44","1.00"
"unity","5","8.56","6","3","2","628.82","1.00","673.42","1.00"
"unique","6","10.12","5","2","1","639.39","0.94","614.27","1.00"
"unit","4","10.66","5","2","2","621.47","0.94","592.12","1.00"
"universe","8","10.47","7","3","2","637.21","0.97","675.03","1.00"
"unjust","6","7.49","6","2","2","739.03","0.97","586.22","1.00"
"unknown","7","10.01","5","2","3","620.38","1.00","574.81","1.00"
"unlawful","8","7.22","6","3","3","707.97","0.97","636.75","1.00"
"unleashed","9","7.07","6","2","3","639.39","0.97","587.67","1.00"
"unlike","6","9.81","5","2","2","586.90","0.97","592.78","1.00"
"unlikely","8","9.43","7","3","3","687.59","1.00","616.96","1.00"
"unload","6","7.54","5","2","2","644.00","1.00","593.74","1.00"
"unloaded","8","6.83","7","3","3","738.90","0.94","639.89","1.00"
"unlock","6","7.32","5","2","2","574.59","1.00","589.46","1.00"
"unlocked","8","6.70","6","2","3","678.53","0.94","598.57","1.00"
"turned","6","10.84","4","1","2","714.94","0.97","602.81","1.00"
"turner","6","8.66","4","2","1","653.81","0.97","659.16","1.00"
"turnover","8","7.14","6","3","2","591.55","1.00","625.37","0.96"
"turns","5","10.17","4","1","2","609.22","0.94","617.08","1.00"
"turtle","6","8.41","4","2","1","672.00","0.97","639.20","1.00"
"turtles","7","7.36","5","2","2","712.56","1.00","672.56","0.96"
"tutor","5","8.59","4","2","1","604.15","0.97","611.65","1.00"
"tutorial","8","8.77","8","3","2","714.78","0.97","658.67","1.00"
"twelve","6","8.82","5","1","1","681.84","0.97","635.19","1.00"
"twenties","8","6.73","7","2","3","652.28","0.97","692.81","1.00"
"twenty","6","9.28","6","2","2","666.09","1.00","640.36","1.00"
"twice","5","10.74","4","1","1","646.58","1.00","603.18","1.00"
"twilight","8","7.87","6","2","1","743.48","0.97","660.74","1.00"
"twin","4","8.98","4","1","1","606.03","0.94","613.04","1.00"
"twins","5","8.23","5","1","2","605.55","0.97","610.14","1.00"
"twist","5","9.15","5","1","1","671.19","0.97","606.61","1.00"
"twisted","7","8.84","7","2","2","632.77","1.00","634.73","1.00"
"twister","7","8.72","6","2","2","685.16","0.91","610.31","1.00"
"twisting","8","7.65","7","2","2","655.88","0.97","609.80","1.00"
"twists","6","6.99","6","1","2","717.38","1.00","620.71","1.00"
"Tyler","5","7.88","4","2","1","693.61","0.91","634.74","1.00"
"type","4","11.97","3","1","1","563.79","1.00","610.36","1.00"
"typed","5","8.64","4","1","2","600.90","0.97","617.00","1.00"
"types","5","10.73","4","1","2","570.41","0.97","625.37","1.00"
"typewriter","10","7.01","7","3","3","716.16","1.00","657.44","1.00"
"typical","7","10.00","6","3","2","616.85","1.00","637.84","1.00"
"typically","9","9.65","7","3","3","728.23","1.00","674.07","1.00"
"typing","6","9.40","5","2","2","623.87","0.94","585.64","1.00"
"tyrant","6","6.77","6","2","2","769.12","1.00","637.69","1.00"
"tyrants","7","7.03","7","2","3","711.88","1.00","705.59","1.00"
"Tyson","5","7.35","4","2","2","652.30","0.94","603.72","1.00"
"ugly","4","9.35","4","2","1","574.29","1.00","561.43","1.00"
"ultimate","8","9.70","7","3","2","653.69","0.97","632.85","1.00"
"umbrella","8","7.57","7","3","1","655.21","0.97","597.25","1.00"
"unaware","7","8.26","6","3","2","715.78","0.94","592.39","1.00"
"unborn","6","7.25","6","2","2","705.82","0.97","613.64","1.00"
"uncertain","9","7.96","6","3","2","667.44","0.97","681.46","1.00"
"unchanged","9","7.61","7","2","3","638.00","1.00","674.79","1.00"
"uncle","5","9.29","4","2","1","621.14","0.97","578.11","1.00"
"unclear","7","8.29","6","2","2","696.06","0.94","616.89","1.00"
"uncover","7","6.85","6","3","2","739.63","0.94","648.07","1.00"
"uncovered","9","7.57","7","3","3","640.54","1.00","622.07","1.00"
"uncut","5","7.14","5","2","2","712.39","0.97","683.23","1.00"
"under","5","12.43","4","2","1","576.29","1.00","571.18","1.00"
"travel","6","10.74","5","2","1","586.91","0.94","649.18","1.00"
"trap","4","9.15","4","1","1","593.72","0.94","577.12","1.00"
"trapped","7","8.35","5","1","2","567.26","1.00","653.82","1.00"
"trapping","8","6.70","6","2","2","700.61","0.97","608.62","1.00"
"traps","5","7.81","5","1","2","675.97","1.00","590.96","1.00"
"trash","5","9.19","4","1","1","594.21","0.97","583.29","1.00"
"traveled","8","7.72","6","2","2","659.10","0.94","603.12","1.00"
"travelers","9","7.60","7","3","3","621.94","0.97","648.32","1.00"
"traveling","9","8.69","7","3","2","646.03","1.00","631.96","1.00"
"travelled","9","7.56","6","2","2","693.76","0.94","649.44","1.00"
"travellers","10","7.19","7","3","3","767.03","0.94","664.89","1.00"
"travels","7","8.43","6","2","2","633.22","0.97","611.44","1.00"
"tray","4","8.13","3","1","1","687.00","0.97","651.93","1.00"
"trays","5","6.86","4","1","2","621.00","0.97","624.79","1.00"
"treasure","8","8.41","5","2","1","688.71","1.00","643.89","1.00"
"treasurer","9","7.13","6","3","2","765.69","0.97","658.81","1.00"
"treasures","9","7.50","6","2","2","642.19","0.97","645.25","1.00"
"treat","5","9.65","4","1","1","698.63","0.97","665.19","1.00"
"treated","7","9.69","6","2","2","631.06","0.94","662.61","1.00"
"treating","8","8.41","6","2","2","642.97","1.00","683.63","1.00"
"treatment","9","10.16","8","2","2","758.97","1.00","630.89","1.00"
"treaty","6","8.88","5","2","1","641.63","0.97","646.41","1.00"
"tree","4","10.21","3","1","1","586.70","0.97","631.12","1.00"
"trees","5","9.60","4","1","2","606.59","1.00","639.08","1.00"
"trench","6","7.56","5","1","1","594.62","1.00","600.30","1.00"
"trend","5","9.07","5","1","1","661.46","1.00","653.08","1.00"
"trends","6","8.50","6","1","2","555.42","0.97","607.35","1.00"
"trial","5","9.89","5","1","2","601.70","0.97","578.19","1.00"
"trials","6","8.78","6","1","3","622.39","0.97","647.15","0.96"
"triangle","8","8.60","7","3","2","677.58","1.00","635.12","1.00"
"triangles","9","7.00","8","3","3","642.55","0.97","653.59","1.00"
"tribe","5","8.41","4","1","1","622.45","1.00","606.30","1.00"
"tribute","7","8.08","7","2","1","701.38","0.94","697.04","1.00"
"trick","5","9.66","4","1","1","619.06","1.00","584.37","1.00"
"trickle","7","7.37","5","2","1","721.00","0.97","617.60","1.00"
"tricks","6","9.03","5","1","2","658.47","1.00","600.81","1.00"
"tricky","6","8.41","5","2","2","615.12","1.00","605.96","0.96"
"tried","5","11.69","4","1","2","678.36","1.00","645.74","0.96"
"trigger","7","8.94","5","2","1","627.64","1.00","624.52","1.00"
"triggered","9","7.83","6","2","2","764.16","0.94","669.26","1.00"
"trim","4","8.33","4","1","1","681.58","0.97","678.22","1.00"
"trimmed","7","7.74","5","1","2","703.74","1.00","671.11","0.96"
"trinity","7","8.25","7","3","2","770.55","1.00","655.81","1.00"
"trio","4","7.96","4","2","1","704.65","0.91","691.77","1.00"
"trip","4","10.25","4","1","1","545.91","0.97","603.79","1.00"
"trophy","6","7.69","5","2","1","663.88","0.97","630.85","1.00"
"tripping","8","7.17","6","2","2","709.06","0.94","657.52","1.00"
"trips","5","8.83","5","1","2","719.87","0.97","603.31","1.00"
"triumph","7","8.15","6","2","1","668.32","1.00","643.46","1.00"
"trivia","6","8.28","6","2","1","642.73","1.00","631.39","1.00"
"Trojan","6","7.08","6","2","1","717.58","1.00","631.68","1.00"
"troop","5","7.74","4","1","1","577.50","0.91","611.62","1.00"
"trooper","7","7.48","5","2","2","604.55","0.97","617.93","1.00"
"troopers","8","7.18","6","2","3","737.09","0.94","679.88","1.00"
"troops","6","9.38","5","1","2","683.41","1.00","618.27","1.00"
"tropical","8","8.98","7","3","3","613.55","1.00","645.54","1.00"
"trouble","7","10.81","5","2","1","656.61","0.97","595.21","1.00"
"troubled","8","7.49","6","2","2","605.24","1.00","615.96","1.00"
"trousers","8","7.18","6","2","2","682.35","0.94","640.31","1.00"
"Troy","4","8.67","3","1","1","701.41","0.97","632.19","1.00"
"truck","5","9.23","4","1","1","567.15","1.00","615.15","1.00"
"trucks","6","8.42","5","1","2","557.59","1.00","589.33","1.00"
"truly","5","10.33","5","2","2","584.47","0.97","621.88","1.00"
