"Word","Length","Log_Freq_HAL","NPhon","NSyll","NMorph","I_Mean_RT","I_Mean_Accuracy","I_NMG_Mean_RT","I_NMG_Mean_Accuracy"
"nowhere","7","9.19","6","2","2","622.29","0.97","612.00","1.00"
"nuclear","7","9.88","6","2","2","722.21","0.97","662.07","1.00"
"nude","4","8.78","3","1","1","636.34","0.97","572.40","1.00"
"numb","4","7.15","3","1","1","646.34","0.94","586.32","1.00"
"number","6","12.55","5","2","1","564.44","1.00","562.15","1.00"
"numbering","9","7.57","7","3","2","771.85","1.00","673.92","1.00"
"numbers","7","11.20","6","2","2","581.44","1.00","559.82","1.00"
"numerous","8","9.82","7","3","2","653.09","0.97","671.48","1.00"
"nun","3","7.57","3","1","1","604.34","0.97","579.79","1.00"
"nuns","4","6.99","4","1","2","697.59","1.00","618.52","1.00"
"nurses","6","7.91","5","2","2","738.83","0.97","619.68","1.00"
"nursing","7","8.94","5","2","2","595.57","1.00","619.71","1.00"
"nut","3","8.40","3","1","1","645.91","0.97","611.61","1.00"
"nuts","4","9.04","4","1","2","571.91","1.00","578.82","1.00"
"nylon","5","7.71","5","2","1","645.75","0.94","652.92","1.00"
"Oakland","7","8.36","6","2","2","648.13","0.97","594.92","1.00"
"oaks","4","7.40","3","1","2","597.09","0.97","584.96","1.00"
"oasis","5","8.31","5","3","2","686.88","1.00","621.61","1.00"
"oatmeal","7","6.72","5","2","2","627.06","0.91","653.75","1.00"
"oats","4","6.81","3","1","2","609.75","0.97","577.14","1.00"
"obey","4","8.33","3","2","1","589.70","0.97","571.70","1.00"
"obeyed","6","6.87","4","2","2","726.91","0.97","594.29","1.00"
"object","6","10.87","6","2","2","604.69","0.97","615.79","1.00"
"objected","8","7.27","8","3","3","738.00","0.97","642.93","1.00"
"objective","9","9.60","8","3","3","656.09","1.00","615.77","1.00"
"objects","7","10.21","7","2","3","558.93","0.97","594.63","1.00"
"observe","7","8.70","5","2","1","687.17","1.00","646.77","1.00"
"obscure","7","8.66","7","2","1","696.06","1.00","627.63","1.00"
"observed","8","9.25","6","2","2","705.59","1.00","636.11","1.00"
"observer","8","8.48","6","3","2","731.09","0.97","643.57","1.00"
"observing","9","8.04","7","3","2","722.45","0.97","641.07","1.00"
"obsession","9","7.77","6","3","2","743.31","0.97","644.26","1.00"
"necks","5","6.93","4","1","2","541.44","0.97","551.41","1.00"
"obstacle","8","7.46","7","3","1","763.71","1.00","668.15","1.00"
"obtain","6","10.13","5","2","2","724.61","0.97","621.81","1.00"
"obtaining","9","8.71","7","3","3","737.97","0.97","638.89","1.00"
"obvious","7","10.53","6","2","2","632.03","0.97","644.04","1.00"
"obviously","9","10.79","8","3","3","647.00","0.94","657.18","1.00"
"occasions","9","8.57","6","3","2","711.94","1.00","646.93","1.00"
"occupation","10","8.36","8","4","2","731.12","0.97","660.15","1.00"
"occupied","8","8.43","7","3","2","638.00","0.97","588.48","1.00"
"occupying","9","6.88","8","4","2","701.13","0.97","627.56","1.00"
"occur","5","9.97","3","2","2","592.26","1.00","586.18","1.00"
"necessity","9","8.47","8","4","2","739.47","0.97","692.07","0.97"
"neck","4","9.61","3","1","1","567.94","0.97","583.27","1.00"
"needed","6","11.18","5","2","2","592.73","1.00","606.19","1.00"
"needle","6","8.53","4","2","1","576.36","1.00","617.71","1.00"
"needless","8","8.52","6","2","2","725.12","1.00","633.60","1.00"
"needs","5","11.40","4","1","2","588.18","1.00","671.83","1.00"
"needy","5","6.89","4","2","2","668.36","1.00","643.28","1.00"
"negative","8","10.10","7","3","2","668.35","1.00","662.15","0.96"
"negotiable","10","8.24","8","4","2","733.44","0.91","703.00","1.00"
"negro","5","7.18","5","2","1","714.03","0.94","683.57","1.00"
"neighbor","8","8.45","4","2","1","750.06","0.97","630.82","1.00"
"neighbors","9","8.74","5","2","2","693.39","0.91","669.54","1.00"
"neighbor's","10","6.85","5","2","2","686.61","0.97","635.85","1.00"
"neither","7","10.53","4","2","1","698.77","0.94","624.64","1.00"
"Nelson","6","9.15","5","2","2","694.22","0.94","655.35","1.00"
"neon","4","8.19","4","2","1","582.19","0.94","644.13","1.00"
"nephew","6","7.22","5","2","1","667.30","1.00","612.30","1.00"
"Neptune","7","7.54","6","2","1","691.64","0.97","604.46","1.00"
"nerve","5","8.34","3","1","1","564.03","0.97","613.04","1.00"
"nerves","6","7.78","4","1","2","649.32","0.94","632.93","1.00"
"nervous","7","8.81","5","2","2","587.52","0.97","684.30","1.00"
"net","3","11.67","3","1","1","596.35","0.97","557.57","1.00"
"nets","4","8.14","4","1","2","555.68","0.94","617.74","0.96"
"network","7","11.89","6","2","2","732.21","0.97","584.57","1.00"
"neutral","7","9.00","6","2","2","769.12","1.00","634.84","1.00"
"Nevada","6","8.58","6","3","1","673.55","1.00","607.21","1.00"
"never","5","12.62","4","2","1","612.94","1.00","597.67","1.00"
"newborn","7","7.11","6","2","2","683.97","0.94","645.41","1.00"
"newest","6","8.76","5","2","2","737.68","0.94","632.37","1.00"
"newly","5","8.81","4","2","2","642.59","0.94","611.46","1.00"
"Newport","7","7.81","6","2","2","602.87","0.94","677.15","1.00"
"news","4","11.91","3","1","2","636.45","0.97","585.69","1.00"
"newsletter","10","9.96","7","3","3","639.20","0.97","699.73","1.00"
"newspaper","9","9.73","7","3","3","600.12","1.00","638.30","1.00"
"Newton","6","9.35","4","2","2","716.91","1.00","639.86","1.00"
"next","4","12.14","5","1","1","601.88","1.00","559.00","1.00"
"nibble","6","6.73","4","2","1","669.76","1.00","616.15","1.00"
"nicely","6","9.18","5","2","2","619.86","1.00","602.38","1.00"
"nicer","5","8.09","4","2","2","716.45","0.91","571.14","1.00"
"Nicholas","8","8.54","7","3","1","721.12","0.97","670.82","1.00"
"nickel","6","7.59","4","2","1","645.25","0.97","588.79","1.00"
"nickname","8","8.31","6","2","2","655.67","0.97","635.29","1.00"
"nicknames","9","7.02","7","2","3","611.06","0.94","664.52","1.00"
"Nigeria","7","7.02","7","3","2","723.18","1.00","698.89","1.00"
"night","5","11.49","3","1","1","540.39","0.97","585.58","1.00"
"nightly","7","7.32","5","2","2","651.52","0.94","642.00","1.00"
"nightmares","10","7.50","7","2","3","628.13","1.00","623.15","1.00"
"nights","6","9.54","4","1","2","631.13","0.94","633.44","1.00"
"night's","7","7.42","4","1","2","651.34","1.00","604.67","1.00"
"Nina","4","7.41","4","2","1","734.64","0.97","665.26","1.00"
"nineteen","8","6.84","6","2","2","681.52","0.94","631.85","1.00"
"ninety","6","6.75","5","2","2","679.75","0.97","665.11","1.00"
"nipple","6","8.29","4","2","1","660.64","0.97","605.52","1.00"
"nipples","7","8.82","5","2","2","668.91","1.00","555.93","1.00"
"Nixon","5","8.44","5","2","1","730.29","1.00","647.00","1.00"
"Noah","4","8.04","3","1","1","628.16","0.94","618.14","1.00"
"noble","5","8.63","4","2","1","607.84","0.94","558.42","1.00"
"nobody","6","10.40","6","3","2","690.66","0.97","617.93","1.00"
"nobody's","8","7.84","7","3","3","758.42","0.97","667.93","1.00"
"noises","6","7.97","5","2","2","586.47","0.94","616.97","1.00"
"none","4","11.41","3","1","1","621.16","0.91","577.42","1.00"
"mud","3","9.35","3","1","1","556.58","0.97","641.61","1.00"
"muddy","5","7.38","4","2","2","725.67","1.00","605.71","1.00"
"muffin","6","6.90","5","2","1","611.59","0.97","640.33","1.00"
"mug","3","7.40","3","1","1","664.21","0.97","587.43","1.00"
"multiple","8","10.71","7","3","2","686.00","1.00","634.69","1.00"
"multiply","8","8.15","8","3","2","677.94","1.00","626.37","1.00"
"mummy","5","7.88","4","2","2","676.13","0.97","621.48","0.96"
"murder","6","9.86","4","2","1","623.06","0.97","606.41","1.00"
"murdered","8","8.31","5","2","2","651.77","0.91","636.46","1.00"
"murderer","8","7.60","5","3","2","759.41","0.97","635.65","1.00"
"murderers","9","7.51","6","3","3","749.44","0.97","625.93","1.00"
"murdering","9","7.00","6","3","2","724.55","0.94","662.00","1.00"
"murderous","9","6.74","6","3","2","770.38","0.97","694.85","1.00"
"muscle","6","9.14","4","2","1","597.85","1.00","595.82","1.00"
"muscles","7","8.92","5","2","2","666.70","0.97","612.22","0.96"
"muscular","8","7.97","8","3","2","703.41","1.00","662.77","1.00"
"mushroom","8","7.54","6","2","1","641.38","0.97","575.18","1.00"
"mushrooms","9","7.83","7","2","2","663.65","0.97","694.37","0.96"
"music","5","11.81","6","2","1","554.41","0.97","599.48","1.00"
"musical","7","9.60","7","3","2","614.18","1.00","638.56","1.00"
"Muslim","6","9.41","6","2","1","677.94","0.94","684.07","1.00"
"Muslims","7","9.35","7","2","2","677.04","0.93","686.96","1.00"
"must","4","12.63","4","1","1","611.25","0.97","561.44","1.00"
"mustang","7","8.01","6","2","1","702.76","1.00","666.63","1.00"
"mustard","7","7.42","6","2","1","654.72","0.91","634.11","1.00"
"mutant","6","8.15","6","2","2","738.23","0.94","685.15","0.96"
"mute","4","7.23","4","1","1","563.50","0.97","558.65","1.00"
"muttered","8","6.71","5","2","2","732.03","1.00","671.33","1.00"
"mutual","6","9.14","7","2","1","676.36","1.00","688.32","1.00"
"myself","6","11.44","6","2","2","627.32","0.97","614.07","1.00"
"mystery","7","9.23","7","3","2","592.79","1.00","559.83","1.00"
"mystic","6","8.14","6","2","2","661.65","0.97","620.46","1.00"
"mystical","8","7.77","7","3","3","712.41","0.97","607.70","1.00"
"myth","4","9.01","3","1","1","610.31","0.97","581.73","1.00"
"mythical","8","7.30","6","3","3","712.15","1.00","663.44","1.00"
"myths","5","8.20","4","1","2","614.91","1.00","623.75","1.00"
"nag","3","6.69","3","1","1","708.15","1.00","555.65","1.00"
"nagging","7","6.68","5","2","2","687.70","1.00","605.93","1.00"
"nail","4","8.43","3","1","1","544.06","1.00","593.88","1.00"
"nailed","6","7.34","4","1","2","667.75","1.00","614.07","1.00"
"nails","5","8.38","4","1","2","556.65","0.91","591.68","1.00"
"naked","5","9.50","5","2","1","594.80","1.00","589.89","1.00"
"name","4","12.60","3","1","1","617.38","1.00","550.32","1.00"
"nameless","8","7.89","6","2","2","682.32","1.00","584.96","1.00"
"namely","6","8.70","5","2","2","749.55","0.91","594.96","1.00"
"names","5","11.08","4","1","2","545.46","1.00","595.35","1.00"
"Nancy","5","9.22","5","2","1","656.29","0.94","572.52","1.00"
"nanny","5","6.67","4","2","1","651.56","1.00","583.88","1.00"
"nap","3","7.40","3","1","1","604.12","1.00","614.82","1.00"
"narrow","6","9.22","4","2","1","579.97","1.00","645.22","1.00"
"narrowed","8","7.09","5","2","2","764.82","1.00","631.32","1.00"
"Nashville","9","8.21","6","2","2","685.90","0.97","668.52","1.00"
"nasty","5","9.55","5","2","1","614.63","0.97","595.36","1.00"
"Nathan","6","8.74","4","2","1","681.23","0.94","666.89","1.00"
"nation","6","10.29","4","2","1","576.85","0.97","610.08","1.00"
"national","8","11.65","5","2","2","654.97","0.94","596.32","1.00"
"nations","7","9.98","5","2","2","656.27","1.00","604.73","1.00"
"nation's","8","8.43","5","2","2","667.24","0.94","679.46","1.00"
"native","6","10.22","5","2","1","680.61","1.00","639.70","1.00"
"natives","7","7.69","6","2","2","684.48","0.94","626.59","1.00"
"natural","7","10.72","6","2","2","670.61","1.00","626.00","1.00"
"naturally","9","9.40","7","3","3","670.24","1.00","622.32","1.00"
"nature","6","10.85","4","2","1","568.91","0.97","611.75","1.00"
"nausea","6","7.25","4","2","1","697.63","0.94","639.27","1.00"
"naval","5","8.76","4","2","2","657.56","0.91","671.96","1.00"
"navigate","8","7.50","7","3","2","671.88","0.94","669.04","0.96"
"navigation","10","7.98","8","4","3","705.88","0.97","657.07","1.00"
"navigator","9","7.69","8","4","3","679.53","1.00","642.19","1.00"
"navy","4","9.10","4","2","2","605.21","0.97","597.54","1.00"
"near","4","11.27","3","1","1","582.12","1.00","561.36","1.00"
"nearby","6","9.24","5","2","2","586.58","0.97","664.54","1.00"
"nearest","7","8.76","6","2","2","669.25","1.00","611.00","1.00"
"nearly","6","10.42","5","2","2","650.03","1.00","633.00","1.00"
"neat","4","9.38","3","1","1","651.19","0.94","678.91","1.00"
"neatly","6","7.40","5","2","2","727.97","1.00","644.48","1.00"
"Nebraska","8","8.33","8","3","1","726.71","0.97","649.74","1.00"
"modified","8","10.30","7","3","2","666.00","0.94","618.57","1.00"
"modifier","8","7.14","7","3","2","720.78","0.97","638.96","1.00"
"modify","6","9.25","6","3","1","606.15","0.97","591.54","1.00"
"Mohammad","8","7.12","7","3","1","771.68","0.91","696.15","1.00"
"moisture","8","7.76","5","2","2","692.61","0.97","637.96","1.00"
"molds","5","6.70","5","1","2","639.94","0.94","650.96","1.00"
"mole","4","7.34","3","1","1","578.32","1.00","597.54","1.00"
"Molly","5","7.50","4","2","2","636.33","0.97","637.48","1.00"
"mom","3","9.67","3","1","1","572.56","1.00","584.96","1.00"
"moment","6","10.68","6","2","1","554.37","1.00","599.43","1.00"
"monarch","7","6.81","5","2","2","620.76","0.97","690.22","1.00"
"Monday","6","9.93","5","2","2","604.25","0.94","621.42","1.00"
"Mondays","7","6.74","6","2","3","636.56","1.00","656.18","1.00"
"money","5","12.25","4","2","1","603.24","1.00","597.89","1.00"
"Monica","6","8.38","6","3","1","684.35","1.00","608.82","1.00"
"monitor","7","10.73","6","3","1","604.74","1.00","597.30","1.00"
"monitors","8","9.38","7","3","2","700.06","1.00","701.15","1.00"
"monkeys","7","7.81","6","2","2","608.94","1.00","570.88","1.00"
"monks","5","7.65","5","1","2","652.52","0.97","569.93","1.00"
"mono","4","8.88","4","2","1","740.45","0.94","635.42","1.00"
"monster","7","9.66","6","2","1","610.58","1.00","602.50","1.00"
"monsters","8","8.76","7","2","2","669.84","0.91","636.64","1.00"
"monstrous","9","6.82","8","2","2","763.48","0.97","696.35","1.00"
"Montana","7","8.61","7","3","1","691.41","0.94","635.68","0.97"
"monthly","7","10.11","6","2","2","651.31","1.00","574.35","1.00"
"months","6","11.52","5","1","2","613.42","1.00","621.97","1.00"
"moody","5","7.35","4","2","2","590.65","1.00","619.07","1.00"
"moon","4","10.33","3","1","1","613.74","1.00","572.58","1.00"
"Moore","5","9.41","3","1","1","684.94","0.94","591.04","0.96"
"moose","5","8.15","3","1","1","648.36","1.00","645.27","1.00"
"morals","6","7.97","6","2","2","631.50","0.97","592.14","1.00"
"Morgan","6","9.13","6","2","1","629.75","0.97","680.04","1.00"
"mornings","8","7.34","7","2","3","666.67","0.97","618.88","1.00"
"Morris","6","9.13","5","2","1","686.70","0.94","612.89","1.00"
"mortal","6","8.65","5","2","2","581.25","0.94","662.75","1.00"
"mortals","7","7.17","6","2","3","712.30","0.94","605.85","1.00"
"Moscow","6","8.81","5","2","1","677.97","1.00","668.11","1.00"
"Moses","5","8.34","5","2","1","654.00","1.00","625.86","1.00"
"moss","4","8.22","3","1","1","606.58","0.94","582.36","1.00"
"mostly","6","10.58","6","2","2","608.21","0.97","597.63","0.96"
"mother","6","10.65","4","2","1","566.21","1.00","565.61","1.00"
"mothers","7","8.81","5","2","2","675.75","0.94","563.00","1.00"
"mother's","8","8.52","5","2","2","618.24","1.00","554.50","1.00"
"motion","6","9.86","4","2","1","612.56","0.94","600.96","1.00"
"motions","7","7.76","5","2","2","596.55","0.97","610.56","0.96"
"motivate","8","6.95","7","3","2","757.22","1.00","702.00","1.00"
"motivation","10","8.51","8","4","2","684.79","1.00","638.11","1.00"
"motive","6","7.96","5","2","1","740.69","0.97","603.50","1.00"
"motives","7","8.08","6","2","2","685.75","0.97","667.81","0.96"
"motor","5","9.55","4","2","1","578.79","1.00","619.50","1.00"
"motorcycle","10","8.22","8","4","2","683.56","1.00","633.39","1.00"
"motors","6","8.48","5","2","2","550.71","1.00","623.63","1.00"
"mountains","9","9.12","6","2","2","616.65","1.00","627.39","1.00"
"mounted","7","9.10","6","2","2","659.94","0.97","632.41","1.00"
"mounting","8","8.45","6","2","2","666.39","0.97","620.63","1.00"
"mounts","6","7.63","5","1","2","636.81","0.94","592.12","1.00"
"mouse","5","10.54","3","1","1","623.12","0.94","587.32","1.00"
"mouth","5","10.44","3","1","1","537.91","1.00","706.46","1.00"
"mouthpiece","10","6.72","6","2","2","720.97","0.97","630.93","0.96"
"move","4","11.29","3","1","1","611.91","1.00","573.36","1.00"
"moved","5","10.46","4","1","2","637.74","1.00","599.85","1.00"
"movement","8","10.33","7","2","2","659.64","1.00","598.95","1.00"
"movements","9","8.91","8","2","3","670.53","0.94","647.44","1.00"
"moves","5","9.89","4","1","2","568.24","1.00","581.12","1.00"
"movie","5","11.02","4","2","2","587.18","1.00","605.88","1.00"
"movies","6","10.32","5","2","3","612.06","0.97","552.35","1.00"
"moving","6","10.51","5","2","2","668.06","0.97","577.46","1.00"
"Mozart","6","7.69","7","2","1","711.07","1.00","642.85","0.96"
"military","8","10.78","8","4","2","743.45","0.97","629.18","0.97"
"milky","5","6.77","5","2","2","742.47","1.00","627.75","1.00"
"mill","4","8.49","3","1","1","646.12","0.97","604.43","1.00"
"millenium","9","7.77","8","3","3","741.27","1.00","682.67","1.00"
"millennium","10","7.50","8","3","3","755.21","1.00","694.82","1.00"
"million","7","10.93","6","2","1","662.00","1.00","631.59","1.00"
"millions","8","9.73","7","2","2","652.18","1.00","647.31","1.00"
"mills","5","8.45","4","1","2","682.24","1.00","611.74","1.00"
"minded","6","8.40","6","2","2","632.12","0.97","645.18","1.00"
"mindless","8","7.89","7","2","2","651.74","1.00","645.63","1.00"
"mind's","6","6.81","5","1","2","632.67","1.00","599.41","1.00"
"mine","4","11.40","3","1","1","603.15","0.97","578.81","1.00"
"miner","5","6.84","4","2","2","716.30","1.00","646.56","1.00"
"mineral","7","7.92","7","3","1","643.00","0.97","683.46","1.00"
"minerals","8","7.78","8","3","2","723.48","0.97","679.05","1.00"
"mines","5","8.57","4","1","2","646.03","0.97","599.44","1.00"
"mini","4","8.89","4","2","1","670.39","0.97","673.48","1.00"
"minimize","8","8.38","7","3","2","645.39","0.97","623.21","1.00"
"minister","8","10.02","7","3","1","729.00","1.00","643.89","1.00"
"ministry","8","9.15","8","3","2","689.87","0.91","683.85","1.00"
"Minnesota","9","9.14","8","4","1","660.25","0.94","704.96","1.00"
"minor","5","10.17","4","2","1","645.18","1.00","580.50","1.00"
"minors","6","7.96","5","2","2","652.76","0.97","603.92","1.00"
"mint","4","11.34","4","1","1","607.67","1.00","556.80","1.00"
"minus","5","8.34","5","2","1","734.81","0.97","643.36","1.00"
"minute","6","10.30","5","2","1","637.69","1.00","694.73","1.00"
"minutes","7","11.06","6","2","2","656.79","0.97","594.32","0.97"
"miracle","7","8.68","6","3","1","597.41","0.97","609.68","1.00"
"mirror","6","10.21","3","1","1","560.15","1.00","571.04","1.00"
"mirrors","7","9.01","4","1","2","576.76","1.00","638.30","1.00"
"miserable","9","8.08","7","3","2","691.56","1.00","694.11","1.00"
"misery","6","7.97","6","3","2","705.12","1.00","601.80","1.00"
"mislead","7","7.06","6","2","2","683.56","0.97","639.15","1.00"
"misleading","10","8.48","8","3","3","752.97","1.00","671.08","1.00"
"mismatch","8","6.93","6","2","2","742.09","1.00","621.13","1.00"
"misplaced","9","7.32","8","2","3","649.76","1.00","680.14","1.00"
"miss","4","10.34","3","1","1","639.06","1.00","578.23","1.00"
"misses","6","7.78","5","2","2","690.00","1.00","649.19","1.00"
"missile","7","8.68","4","2","1","694.88","0.97","627.07","1.00"
"missing","7","10.51","5","2","2","645.91","0.97","576.04","1.00"
"mission","7","10.27","4","2","1","653.00","0.97","625.04","1.00"
"missions","8","8.85","5","2","2","639.09","1.00","608.16","1.00"
"Missouri","8","8.63","6","3","1","714.84","0.97","619.68","1.00"
"mist","4","8.09","4","1","1","690.24","0.97","577.04","1.00"
"mistake","7","10.14","6","2","2","606.44","1.00","670.46","1.00"
"mistaken","8","8.97","8","3","3","603.12","1.00","668.11","1.00"
"mistakes","8","9.33","7","2","3","760.06","1.00","652.46","1.00"
"mister","6","7.69","5","2","1","701.97","0.97","594.81","1.00"
"misty","5","6.85","5","2","2","682.21","1.00","602.25","1.00"
"mix","3","9.89","4","1","1","645.09","1.00","569.89","1.00"
"mixer","5","7.89","5","2","2","646.15","1.00","576.72","1.00"
"mixing","6","8.57","6","2","2","636.88","1.00","605.56","1.00"
"mixture","7","8.94","6","2","2","653.53","0.94","574.70","1.00"
"moan","4","7.67","3","1","1","690.50","0.97","620.50","1.00"
"moaned","6","7.81","4","1","2","681.44","1.00","618.07","1.00"
"moans","5","7.04","4","1","2","683.45","0.97","650.70","0.96"
"mob","3","8.93","3","1","1","627.12","1.00","628.35","1.00"
"mobile","6","9.13","4","2","1","661.26","1.00","622.00","1.00"
"mobility","8","7.50","8","4","2","706.03","1.00","646.11","0.96"
"mock","4","7.50","3","1","1","595.72","0.94","601.31","1.00"
"mockery","7","6.73","6","3","2","631.66","0.91","617.93","0.96"
"mode","4","11.10","3","1","1","603.58","0.97","568.78","1.00"
"model","5","11.11","4","2","1","616.76","0.97","614.85","1.00"
"modeled","7","6.98","5","2","2","722.81","0.94","680.07","1.00"
"modeling","8","9.04","6","3","2","654.81","1.00","639.68","1.00"
"models","6","10.25","5","2","2","588.55","0.97","605.85","1.00"
"moderate","8","8.94","7","3","2","683.38","1.00","595.41","1.00"
"moderator","9","9.31","8","4","3","717.16","0.94","649.71","0.97"
"modern","6","10.47","5","2","1","634.39","1.00","607.96","1.00"
"modest","6","8.13","6","2","1","644.62","1.00","579.96","1.00"
"mechanics","9","9.21","8","3","3","699.50","1.00","689.50","1.00"
"medals","6","6.73","5","2","2","751.33","1.00","596.76","1.00"
"media","5","10.97","5","2","2","626.55","0.97","627.96","1.00"
"median","6","7.50","6","2","2","675.44","0.94","658.27","1.00"
"medical","7","10.88","7","3","2","613.58","0.94","608.96","1.00"
"Medicare","8","8.09","7","3","2","694.45","1.00","678.15","1.00"
"medication","10","8.20","8","4","3","655.39","0.97","693.24","1.00"
"medicine","8","9.89","5","2","1","655.91","0.97","597.00","1.00"
"medium","6","9.86","6","2","2","591.85","1.00","679.15","1.00"
"meet","4","10.78","3","1","1","599.38","1.00","591.50","1.00"
"meeting","7","10.54","5","2","2","648.12","1.00","655.69","1.00"
"meetings","8","9.38","6","2","3","705.24","1.00","640.70","1.00"
"meets","5","9.11","4","1","2","633.09","1.00","574.26","1.00"
"Meg","3","10.16","3","1","1","735.61","0.94","609.56","1.00"
"Melissa","7","8.43","6","3","1","634.13","0.97","660.32","1.00"
"mellow","6","7.47","4","2","1","631.33","1.00","592.82","1.00"
"melody","6","7.90","6","3","2","723.32","0.97","596.19","1.00"
"melt","4","7.93","4","1","1","616.15","0.97","603.43","1.00"
"melted","6","7.56","6","2","2","633.97","1.00","587.36","1.00"
"member","6","11.07","5","2","1","613.12","0.97","582.61","0.97"
"members","7","11.27","6","2","2","572.91","0.97","586.04","1.00"
"membership","10","9.86","8","3","2","770.00","0.97","612.46","1.00"
"membrane","8","7.48","7","2","1","683.10","0.94","666.62","1.00"
"memories","8","9.08","7","3","3","703.65","1.00","581.96","1.00"
"memorize","8","7.02","7","3","2","668.25","0.97","590.39","1.00"
"memorized","9","6.73","8","3","3","686.09","0.97","635.79","1.00"
"memory","6","11.65","6","3","2","624.85","0.97","640.04","1.00"
"Memphis","7","8.41","6","2","1","768.65","0.97","686.00","1.00"
"men","3","11.50","3","1","1","540.55","0.97","579.87","1.00"
"men's","5","8.71","4","1","2","581.17","1.00","567.21","1.00"
"mental","6","9.83","5","2","1","599.74","1.00","587.96","1.00"
"mention","7","10.82","5","2","1","730.21","0.94","581.77","1.00"
"mentioned","9","10.95","6","2","2","663.65","0.97","683.85","1.00"
"mentor","6","8.20","6","2","1","717.42","1.00","585.74","1.00"
"menu","4","10.26","5","2","1","626.94","0.97","599.77","1.00"
"merchant","8","8.56","6","2","1","723.71","0.97","608.38","1.00"
"merchants","9","7.55","7","2","2","726.73","0.97","670.48","1.00"
"mercy","5","8.70","4","2","1","606.31","1.00","639.96","0.96"
"merge","5","8.21","3","1","1","652.47","1.00","657.68","1.00"
"merged","6","7.54","4","1","2","731.34","0.97","599.69","1.00"
"merger","6","7.41","4","2","2","685.76","1.00","645.07","1.00"
"merging","7","7.06","5","2","2","713.03","0.97","613.21","1.00"
"merit","5","8.62","5","2","1","659.58","1.00","610.33","1.00"
"merits","6","8.28","6","2","2","729.23","0.94","688.25","1.00"
"merry","5","7.54","4","2","1","759.18","0.97","663.41","0.96"
"mess","4","9.49","3","1","1","615.41","1.00","594.41","1.00"
"messed","6","8.21","4","1","2","678.35","0.94","622.21","1.00"
"messenger","9","7.79","6","3","1","596.76","0.97","608.89","0.96"
"messy","5","7.80","4","2","2","597.84","1.00","570.93","1.00"
"met","3","10.43","3","1","1","642.13","1.00","603.81","0.96"
"metal","5","10.24","4","2","1","585.36","0.97","595.11","1.00"
"metaphor","8","7.83","7","3","2","695.34","0.94","644.44","1.00"
"metaphors","9","6.72","8","3","3","694.16","0.94","629.44","0.96"
"meters","6","8.73","5","2","2","647.53","0.94","642.19","1.00"
"method","6","10.82","5","2","1","666.76","1.00","569.71","1.00"
"Methodist","9","6.72","8","3","2","717.73","0.97","690.15","1.00"
"methods","7","10.43","6","2","2","619.35","1.00","577.69","1.00"
"metric","6","8.15","6","2","2","763.83","0.94","670.52","1.00"
"metro","5","8.86","5","2","1","675.94","1.00","571.57","1.00"
"Mexican","7","9.43","8","3","1","639.28","1.00","576.37","1.00"
"Mexico","6","10.23","7","3","1","596.16","0.97","605.75","1.00"
"Mexico's","8","7.20","8","3","2","640.97","0.94","634.78","1.00"
"Miami","5","9.14","5","3","1","638.03","1.00","600.15","1.00"
"Michael","7","11.52","4","2","1","600.40","1.00","605.67","1.00"
"Michigan","8","9.85","7","3","1","652.06","0.97","646.12","1.00"
"Mickey","6","8.46","4","2","2","628.21","1.00","610.22","1.00"
"microphone","10","8.21","8","3","2","736.66","1.00","588.19","1.00"
"middle","6","10.72","4","2","1","649.94","0.94","655.50","1.00"
"midnight","8","9.34","6","2","2","715.62","1.00","694.77","1.00"
"midway","6","7.60","5","2","2","637.79","0.97","569.73","1.00"
"Midwest","7","8.50","7","2","2","652.50","1.00","669.32","1.00"
"might","5","12.53","3","1","1","612.00","0.97","554.71","0.97"
"mighty","6","8.95","4","2","2","690.60","1.00","600.89","1.00"
"Mike's","6","7.31","4","1","2","621.85","1.00","567.69","1.00"
"mild","4","8.58","4","1","1","614.70","0.97","563.04","1.00"
"mildly","6","7.57","6","2","2","669.90","0.91","679.39","1.00"
"map","3","10.16","3","1","1","586.97","1.00","598.85","1.00"
"maple","5","8.31","4","2","1","669.22","0.94","637.04","1.00"
"mantle","6","8.07","5","2","1","624.91","0.94","611.31","1.00"
"manual","6","10.82","7","2","1","612.19","0.97","673.89","1.00"
"manually","8","8.91","8","3","2","735.03","0.94","699.85","1.00"
"manuals","7","9.72","8","2","2","678.91","0.97","630.00","1.00"
"mapping","7","8.86","5","2","2","691.24","0.97","659.93","1.00"
"maps","4","9.36","4","1","2","642.41","1.00","552.56","1.00"
"marathon","8","8.68","7","3","1","686.39","0.91","654.96","0.96"
"marble","6","8.31","5","2","1","711.23","0.94","610.71","1.00"
"march","5","11.22","4","1","1","613.71","1.00","574.52","1.00"
"marching","8","7.88","6","2","2","661.33","1.00","588.03","1.00"
"Marcus","6","8.51","6","2","1","692.70","0.97","628.81","1.00"
"margin","6","8.51","6","2","1","648.16","0.94","625.41","1.00"
"margins","7","7.86","7","2","2","618.44","1.00","633.57","1.00"
"marine","6","9.06","5","2","1","654.31","0.94","697.70","0.96"
"marines","7","7.73","6","2","2","745.48","0.91","665.39","1.00"
"Mario","5","8.80","5","3","1","709.61","1.00","640.50","1.00"
"marked","6","9.64","5","1","2","623.94","0.97","610.15","1.00"
