Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-itsc,branch-le1y,branch-369y,branch-xcm8,randomiser-jf65,branch-asih,quota-t18w,branch-fqz7,branch-ho4r,quota-qptq,branch-rpm3,quota-xbdv,quota-qd5n,quota-bgsj,quota-xwhm,quota-3pu1,quota-rltk,quota-h2u6,quota-a1h7,quota-8mkn,quota-63lu,branch-crxk,branch-elfm,branch-mikh,branch-nctw,branch-zc37,branch-4mwx,branch-j73a,branch-fkxh,branch-lji3,quota-hzw3,branch-mmja,counterbalance-m678,checkpoint-gr3y,checkpoint-3jg6,randomiser-2tba,counterbalance-93ib,counterbalance-9xcr,counterbalance-wbyz,counterbalance-vply,counterbalance-hleo,checkpoint-abe5,branch-e22y,counterbalance-ulkf,branch-t3qc,counterbalance-mcio,counterbalance-3v2j,counterbalance-t9rn,counterbalance-bi4u,counterbalance-8ump,randomiser-kh5p,counterbalance-dozd,counterbalance-wch9,counterbalance-sg3w,counterbalance-o3nf,counterbalance-eu1d,counterbalance-8zsd,counterbalance-u2fx,counterbalance-e4l7,counterbalance-7mrq,counterbalance-s1b5,counterbalance-2v12,counterbalance-g69h,branch-2s1m,order-j7mk,branch-qjxq,checkpoint-27dz,branch-8rrr,branch-5rfv,branch-59ox,branch-njci,branch-di17,branch-gjr2,branch-1dat,branch-drsz,branch-21pl,branch-y4xh,branch-qzep,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
2,1572544203349,31/10/2019 17:50:03,1572544193452,-4,31/10/2019 13:49:53,10365,4,task-1ohd,,3270282,A2OSR830K1W0QL,908617,,complete,eholny,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1280x720,1280x578,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≤32,ACCEPT,,,,,,,,,,,,,,,,,,,,,,,,Orders 5 and 6,,order5,,,,,,,Continue,,,order6,,,,,,,,,,,,,,,,Continue,EFDACB,Images loaded ok,approve with $2.15 bonus,,Continue,,,,,,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,13853.070000001026,,,0,1,0,,,,,,IPANAT Instructions
3,1572544203537,31/10/2019 17:50:03,1572544193455,-4,31/10/2019 13:49:53,10365,4,task-1ohd,,3270282,A2OSR830K1W0QL,908617,,complete,eholny,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1280x720,1280x578,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≤32,ACCEPT,,,,,,,,,,,,,,,,,,,,,,,,Orders 5 and 6,,order5,,,,,,,Continue,,,order6,,,,,,,,,,,,,,,,Continue,EFDACB,Images loaded ok,approve with $2.15 bonus,,Continue,,,,,,,,,,,,END TASK,,,,,13885,,,0,1,0,,,,,,
1,1572544331485,31/10/2019 17:52:11,1572544329688,3,31/10/2019 20:52:09,10365,4,task-1ohd,,3270299,A279HK0GY9PIJ0,908613,,complete,lnzpfk,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1366x768,1366x657,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≤27,ACCEPT,,,,,,,,,,,,,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order2,,order2,,,,,,,,,Continue,FAEBDC,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572544392760,31/10/2019 17:53:12,1572544388013,3,31/10/2019 20:53:08,10365,4,task-1ohd,,3270299,A279HK0GY9PIJ0,908613,,complete,lnzpfk,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1366x768,1366x657,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≤27,ACCEPT,,,,,,,,,,,,,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order2,,order2,,,,,,,,,Continue,FAEBDC,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,58208.56999999887,,,0,1,0,,,,,,IPANAT Instructions
3,1572544393419,31/10/2019 17:53:13,1572544388019,3,31/10/2019 20:53:08,10365,4,task-1ohd,,3270299,A279HK0GY9PIJ0,908613,,complete,lnzpfk,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1366x768,1366x657,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≤27,ACCEPT,,,,,,,,,,,,,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order2,,order2,,,,,,,,,Continue,FAEBDC,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,,,END TASK,,,,,58330,,,0,1,0,,,,,,
1,1572544700364,31/10/2019 17:58:20,1572544705529,-4,31/10/2019 13:58:25,10365,4,task-1ohd,,3270337,A2M8OP9O3XELKW,908622,,complete,kfzcmm,,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1457x819,1457x669,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,ACCEPT,,,,,,,,≥38,≤42,,,,,,,,,,order3,,,Orders 1 and 3,,,,,,,Continue,order1,Continue,,,,,,,,,,,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572544729633,31/10/2019 17:58:49,1572544734847,-4,31/10/2019 13:58:54,10365,4,task-1ohd,,3270337,A2M8OP9O3XELKW,908622,,complete,kfzcmm,,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1457x819,1457x669,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,ACCEPT,,,,,,,,≥38,≤42,,,,,,,,,,order3,,,Orders 1 and 3,,,,,,,Continue,order1,Continue,,,,,,,,,,,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,29197.6,,,0,1,0,,,,,,IPANAT Instructions
3,1572544729806,31/10/2019 17:58:49,1572544734856,-4,31/10/2019 13:58:54,10365,4,task-1ohd,,3270337,A2M8OP9O3XELKW,908622,,complete,kfzcmm,,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1457x819,1457x669,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,ACCEPT,,,,,,,,≥38,≤42,,,,,,,,,,order3,,,Orders 1 and 3,,,,,,,Continue,order1,Continue,,,,,,,,,,,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,,,,,,,,END TASK,,,,,29327,,,0,1,0,,,,,,
1,1572544879672,31/10/2019 18:01:19,1572544881255,-4,31/10/2019 14:01:21,10365,4,task-1ohd,,3270381,A28RR7H7BMA8IW,908639,,complete,kiuzbb,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1366x616,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,ACCEPT,,,,,,,≥38,≥43,≤47,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 11 and 12,,,,,,,,order11,,,,order11,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,,,,,,,,Continue,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572544913196,31/10/2019 18:01:53,1572544914841,-4,31/10/2019 14:01:54,10365,4,task-1ohd,,3270381,A28RR7H7BMA8IW,908639,,complete,kiuzbb,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1366x616,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,ACCEPT,,,,,,,≥38,≥43,≤47,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 11 and 12,,,,,,,,order11,,,,order11,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,,,,,,,,Continue,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,33387.549999999464,,,0,1,0,,,,,,IPANAT Instructions
3,1572544913352,31/10/2019 18:01:53,1572544914857,-4,31/10/2019 14:01:54,10365,4,task-1ohd,,3270381,A28RR7H7BMA8IW,908639,,complete,kiuzbb,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1366x768,1366x616,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,,ACCEPT,,,,,,,≥38,≥43,≤47,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 11 and 12,,,,,,,,order11,,,,order11,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,,,,,,,,Continue,,,END TASK,,,,,33603,,,0,1,0,,,,,,
1,1572545579451,31/10/2019 18:12:59,1572545578957,-4,31/10/2019 14:12:58,10365,4,task-1ohd,,3270627,A2Y5I2HJTRFR8H,908680,,complete,dokwzx,,computer,Desktop or Laptop,Chromium OS 12371.75.0,Chrome 77.0.3865.105,1536x864,1396x671,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,ACCEPT,,,,,,,,≥38,≤42,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 1 and 3,order1,,order3,,,,,,,,,,Continue,DECFBA,Images loaded ok,approve with $2.15 bonus,,,,,,Continue,,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572545609008,31/10/2019 18:13:29,1572545607834,-4,31/10/2019 14:13:27,10365,4,task-1ohd,,3270627,A2Y5I2HJTRFR8H,908680,,complete,dokwzx,,computer,Desktop or Laptop,Chromium OS 12371.75.0,Chrome 77.0.3865.105,1536x864,1396x671,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,ACCEPT,,,,,,,,≥38,≤42,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 1 and 3,order1,,order3,,,,,,,,,,Continue,DECFBA,Images loaded ok,approve with $2.15 bonus,,,,,,Continue,,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,28793.76000000002,,,0,1,0,,,,,,IPANAT Instructions
3,1572545609304,31/10/2019 18:13:29,1572545607848,-4,31/10/2019 14:13:27,10365,4,task-1ohd,,3270627,A2Y5I2HJTRFR8H,908680,,complete,dokwzx,,computer,Desktop or Laptop,Chromium OS 12371.75.0,Chrome 77.0.3865.105,1536x864,1396x671,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,,ACCEPT,,,,,,,,≥38,≤42,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 1 and 3,order1,,order3,,,,,,,,,,Continue,DECFBA,Images loaded ok,approve with $2.15 bonus,,,,,,Continue,,,,,,,,END TASK,,,,,28891,,,0,1,0,,,,,,
1,1572546727758,31/10/2019 18:32:07,1572546728050,-5,31/10/2019 13:32:08,10365,4,task-1ohd,,3270815,A273DS7TQWR9M1,908769,,complete,npgjiv,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1366x768,1225x611,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≤32,ACCEPT,,,,,,,,,,,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 8 and 10,,,,,,,,,order10,,order10,,Continue,EFDACB,Images loaded ok,approve with $2.15 bonus,,,,,,,,,,Continue,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572546752633,31/10/2019 18:32:32,1572546752983,-5,31/10/2019 13:32:32,10365,4,task-1ohd,,3270815,A273DS7TQWR9M1,908769,,complete,npgjiv,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1366x768,1225x611,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≤32,ACCEPT,,,,,,,,,,,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 8 and 10,,,,,,,,,order10,,order10,,Continue,EFDACB,Images loaded ok,approve with $2.15 bonus,,,,,,,,,,Continue,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,24823.135000000548,,,0,1,0,,,,,,IPANAT Instructions
3,1572546752804,31/10/2019 18:32:32,1572546752988,-5,31/10/2019 13:32:32,10365,4,task-1ohd,,3270815,A273DS7TQWR9M1,908769,,complete,npgjiv,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1366x768,1225x611,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≤32,ACCEPT,,,,,,,,,,,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 8 and 10,,,,,,,,,order10,,order10,,Continue,EFDACB,Images loaded ok,approve with $2.15 bonus,,,,,,,,,,Continue,,,,END TASK,,,,,24938,,,0,1,0,,,,,,
1,1572547301540,31/10/2019 18:41:41,1572547301477,-4,31/10/2019 14:41:41,10365,4,task-1ohd,,3270861,A288RSAGJBLY9,908780,,complete,vfejdt,,computer,Desktop or Laptop,Mac OS 10.12,Firefox 70.0,1920x1080,1554x851,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,ACCEPT,,,,,,,≥38,≥43,≤47,,,,,,,,,,,,Orders 7 and 9,,,order9,,,,,,Continue,order7,,,,,,,,,,,,,,,,,,Continue,FAEBDC,Images loaded ok,approve with $2.15 bonus,,,Continue,,,,,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572547319775,31/10/2019 18:41:59,1572547319767,-4,31/10/2019 14:41:59,10365,4,task-1ohd,,3270861,A288RSAGJBLY9,908780,,complete,vfejdt,,computer,Desktop or Laptop,Mac OS 10.12,Firefox 70.0,1920x1080,1554x851,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,ACCEPT,,,,,,,≥38,≥43,≤47,,,,,,,,,,,,Orders 7 and 9,,,order9,,,,,,Continue,order7,,,,,,,,,,,,,,,,,,Continue,FAEBDC,Images loaded ok,approve with $2.15 bonus,,,Continue,,,,,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,18201,,,0,1,0,,,,,,IPANAT Instructions
3,1572547319919,31/10/2019 18:41:59,1572547319774,-4,31/10/2019 14:41:59,10365,4,task-1ohd,,3270861,A288RSAGJBLY9,908780,,complete,vfejdt,,computer,Desktop or Laptop,Mac OS 10.12,Firefox 70.0,1920x1080,1554x851,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≥33,,,,ACCEPT,,,,,,,≥38,≥43,≤47,,,,,,,,,,,,Orders 7 and 9,,,order9,,,,,,Continue,order7,,,,,,,,,,,,,,,,,,Continue,FAEBDC,Images loaded ok,approve with $2.15 bonus,,,Continue,,,,,,,,,,,END TASK,,,,,18297,,,0,1,0,,,,,,
1,1572551587169,31/10/2019 19:53:07,1572551586121,-4,31/10/2019 15:53:06,10365,4,task-1ohd,,3270969,A10QB6LE8VC9H8,908817,,complete,zhdziu,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1920x1080,1920x969,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≤27,ACCEPT,,,,,,,,,,,,,,,,,,,,,,,,,,Orders 5 and 6,,order6,,,,,,,Continue,,,order5,,,,,,,,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,Continue,,,,,,,,,,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,
2,1572551600795,31/10/2019 19:53:20,1572551599805,-4,31/10/2019 15:53:19,10365,4,task-1ohd,,3270969,A10QB6LE8VC9H8,908817,,complete,zhdziu,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1920x1080,1920x969,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≤27,ACCEPT,,,,,,,,,,,,,,,,,,,,,,,,,,Orders 5 and 6,,order6,,,,,,,Continue,,,order5,,,,,,,,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,Continue,,,,,,,,,,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,13647.519999998622,,,0,1,0,,,,,,IPANAT Instructions
3,1572551600967,31/10/2019 19:53:20,1572551599809,-4,31/10/2019 15:53:19,10365,4,task-1ohd,,3270969,A10QB6LE8VC9H8,908817,,complete,zhdziu,,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.70,1920x1080,1920x969,approve with $2.15 bonus,IPANAT Instructions,1,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≤27,ACCEPT,,,,,,,,,,,,,,,,,,,,,,,,,,Orders 5 and 6,,order6,,,,,,,Continue,,,order5,,,,,,,,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,Continue,,,,,,,,,,,,END TASK,,,,,13688,,,0,1,0,,,,,,
